,total_singscore,p_value
Leukotriene Transport (GO:0071716),-0.0010814560888018354,0.4978502149785021
Lipid Metabolic Process (GO:0006629),0.041753920542111245,0.015998400159984
Lipid Translocation (GO:0034204),0.05697284051460072,0.16008399160083991
Lipid Transport (GO:0006869),0.03611879085885039,0.11448855114488551
Maintenance of Gastrointestinal Epithelium (GO:0030277),-0.040512472442230774,0.7117288271172882
Meiotic Spindle Assembly (GO:0090306),0.08145649803814103,0.22757724227577242
Metal Ion Transport (GO:0030001),-0.04611200098964918,0.9773022697730227
Monocarboxylic Acid Metabolic Process (GO:0032787),0.007834186219771389,0.3862613738626137
Muscle Contraction (GO:0006936),-0.004151021744979,0.5508449155084492
Natural Killer Cell Activation (GO:0030101),-0.06723175381263619,0.8989101089891011
Natural Killer Cell Mediated Cytotoxicity (GO:0042267),0.01473803928468198,0.39906009399060094
Natural Killer Cell Mediated Immunity (GO:0002228),-0.0067390949191308835,0.5482451754824518
Negative Regulation of DNA-templated Transcription (GO:0045892),0.15598426395456144,9.999000099990002e-05
Negative Regulation of RNA Biosynthetic Process (GO:1902679),0.16715910561858127,9.999000099990002e-05
Negative Regulation of Apoptotic Process (GO:0043066),0.14422377388668073,9.999000099990002e-05
Negative Regulation of Cell Projection Organization (GO:0031345),0.009776078372152552,0.41215878412158785
Negative Regulation of Cellular Component Organization (GO:0051129),0.13681969801258198,9.999000099990002e-05
Negative Regulation of Gene Expression (GO:0010629),0.15653076594445103,9.999000099990002e-05
Negative Regulation of Immune Response (GO:0050777),0.10477999387772341,0.0021997800219978004
Negative Regulation of Inflammatory Response (GO:0050728),0.10144053850538659,0.00019998000199980003
Negative Regulation of Inflammatory Response to Antigenic Stimulus (GO:0002862),0.2253077284232874,0.0005999400059994001
Negative Regulation of Intrinsic Apoptotic Signaling Pathway (GO:2001243),0.24195825719371422,9.999000099990002e-05
Negative Regulation of Leukocyte Apoptotic Process (GO:2000107),0.04326938775510203,0.32216778322167783
Negative Regulation of Macromolecule Biosynthetic Process (GO:0010558),0.12450309126021475,9.999000099990002e-05
Negative Regulation of Microtubule Polymerization (GO:0031115),0.17411285803873255,0.0201979802019798
Negative Regulation of Microtubule Polymerization or Depolymerization (GO:0031111),0.14754791449239302,0.0013998600139986002
Negative Regulation of Myeloid Cell Apoptotic Process (GO:0033033),-0.023125892674964343,0.5713428657134286
Negative Regulation of Oxidative Stress-Induced Intrinsic Apoptotic Signaling Pathway (GO:1902176),0.334174332888041,9.999000099990002e-05
Negative Regulation of Programmed Cell Death (GO:0043069),0.15942676744288298,9.999000099990002e-05
Negative Regulation of Protein Polymerization (GO:0032272),0.24240629552478588,9.999000099990002e-05
Negative Regulation of Protein-Containing Complex Assembly (GO:0031333),0.2056042518397384,9.999000099990002e-05
Negative Regulation of Reactive Oxygen Species Biosynthetic Process (GO:1903427),0.007607399244475288,0.46815318468153183
Negative Regulation of Supramolecular Fiber Organization (GO:1902904),0.17143459140921902,9.999000099990002e-05
Negative Regulation of Transcription by RNA Polymerase II (GO:0000122),0.1490337661609803,9.999000099990002e-05
Nervous System Development (GO:0007399),0.05021780831585099,0.00019998000199980003
Neuroepithelial Cell Differentiation (GO:0060563),0.1327621690638464,0.11338866113388661
Neuron Differentiation (GO:0030182),0.018288234060211406,0.2226777322267773
Neuron Migration (GO:0001764),0.11694320260725233,0.0015998400159984002
Neuron Projection Guidance (GO:0097485),0.07140107533913986,0.0027997200279972004
Neuropeptide Signaling Pathway (GO:0007218),-0.2392750976356366,1.0
"Nucleotide-Binding Domain, Leucine Rich Repeat Containing Receptor Signaling Pathway (GO:0035872)",0.06335728282168518,0.21237876212378762
Nucleotide-Binding Oligomerization Domain Containing 2 Signaling Pathway (GO:0070431),0.04099665333442171,0.34306569343065696
Pattern Recognition Receptor Signaling Pathway (GO:0002221),0.040253110856787955,0.14038596140385962
Peptidyl-Tyrosine Modification (GO:0018212),0.08473828825760155,0.024297570242975703
Peptidyl-Tyrosine Phosphorylation (GO:0018108),0.08393858850207248,0.0168983101689831
Phagocytosis (GO:0006909),0.12147867268750878,0.00039996000399960006
Phosphatidylinositol 3-Kinase/Protein Kinase B Signal Transduction (GO:0043491),0.2258112386228729,9.999000099990002e-05
Phospholipase C-activating G Protein-Coupled Receptor Signaling Pathway (GO:0007200),-0.10146526662967498,0.9996000399960004
Phospholipid Homeostasis (GO:0055091),-0.0003673469387754924,0.5006499350064993
Phospholipid Translocation (GO:0045332),0.0816249771685108,0.051394860513948606
Phospholipid Transport (GO:0015914),0.11383253104955071,0.0020997900209979003
Phosphorylation (GO:0016310),0.18324556470609965,9.999000099990002e-05
Positive Regulation of B Cell Activation (GO:0050871),0.04893785772690107,0.11698830116988301
Positive Regulation of CREB Transcription Factor Activity (GO:0032793),-0.03488979591836733,0.6466353364663534
Positive Regulation of DNA-binding Transcription Factor Activity (GO:0051091),0.07692876895528677,0.00019998000199980003
Positive Regulation of DNA-templated Transcription (GO:0045893),0.15023924178900339,9.999000099990002e-05
Positive Regulation of ERK1 and ERK2 Cascade (GO:0070374),-0.007382806655114649,0.6151384861513849
Positive Regulation of JNK Cascade (GO:0046330),-0.000679058085583939,0.5089491050894911
Positive Regulation of MAP Kinase Activity (GO:0043406),0.06181335344504302,0.052894710528947106
Positive Regulation of MAPK Cascade (GO:0043410),0.015635300000816366,0.16468353164683533
Positive Regulation of NF-kappaB Transcription Factor Activity (GO:0051092),0.09881970745925517,0.00019998000199980003
Positive Regulation of Notch Signaling Pathway (GO:0045747),0.12368562325673671,0.012098790120987902
Positive Regulation of RNA Biosynthetic Process (GO:1902680),0.15778513199051802,9.999000099990002e-05
Positive Regulation of Rho Protein Signal Transduction (GO:0035025),0.20218991219113736,0.00019998000199980003
Positive Regulation of T Cell Activation (GO:0050870),0.07533264001979623,0.0036996300369963003
Positive Regulation of Antigen Processing and Presentation (GO:0002579),-0.06589267496429302,0.6927307269273073
Positive Regulation of Autophagy of Mitochondrion (GO:1903599),0.15843369395114648,0.015798420157984203
Positive Regulation of Canonical NF-kappaB Signal Transduction (GO:0043123),0.18437515406586413,9.999000099990002e-05
Positive Regulation of Cell Adhesion (GO:0045785),0.06718714703077555,0.0182981701829817
Positive Regulation of Cell Growth (GO:0030307),0.1318802598412795,9.999000099990002e-05
Positive Regulation of Cell Population Proliferation (GO:0008284),0.06054583851426676,9.999000099990002e-05
Positive Regulation of Cellular Process (GO:0048522),0.08729270572035874,9.999000099990002e-05
Positive Regulation of Cilium Movement (GO:0003353),-0.08499972793557514,0.7612238776122388
Positive Regulation of Cilium-Dependent Cell Motility (GO:2000155),-0.08499972793557514,0.7612238776122388
Positive Regulation of Cytokine Production (GO:0001819),0.04906765196841534,0.0025997400259974
Positive Regulation of Cytokine Production Involved in Immune Response (GO:0002720),0.005874365623446232,0.45755424457554245
Positive Regulation of Cytokine Production Involved in Inflammatory Response (GO:1900017),0.08197415693639254,0.1311868813118688
Positive Regulation of Dendritic Cell Antigen Processing and Presentation (GO:0002606),-0.06589267496429302,0.6927307269273073
Positive Regulation of Endocytosis (GO:0045807),0.09608013645585778,0.0016998300169983002
Positive Regulation of Epithelial Cell Proliferation (GO:0050679),0.04925083657720419,0.041495850414958506
Positive Regulation of Establishment of Protein Localization (GO:1904951),0.08054057734204789,0.06579342065793421
Positive Regulation of Flagellated Sperm Motility (GO:1902093),-0.08499972793557514,0.7612238776122388
Positive Regulation of Gene Expression (GO:0010628),0.10439632722720049,9.999000099990002e-05
Positive Regulation of Growth (GO:0045927),0.18065992518120177,9.999000099990002e-05
Positive Regulation of Immune Response (GO:0050778),-0.00770722472370039,0.5937406259374063
Positive Regulation of Interleukin-1 Beta Production (GO:0032731),0.015148256888560363,0.36726327367263273
Positive Regulation of Interleukin-1 Production (GO:0032732),0.02530485189701215,0.26687331266873315
Positive Regulation of Interleukin-10 Production (GO:0032733),-0.04670696344700842,0.791020897910209
Positive Regulation of Interleukin-17 Production (GO:0032740),-0.00026110558336145395,0.5097490250974902
Positive Regulation of Interleukin-6 Production (GO:0032755),0.0378032317447331,0.1436856314368563
Positive Regulation of Interleukin-8 Production (GO:0032757),0.034091023058567926,0.1984801519848015
Positive Regulation of Intracellular Signal Transduction (GO:1902533),0.10630728226896025,9.999000099990002e-05
Positive Regulation of Lymphocyte Activation (GO:0051251),-0.0003765851607931414,0.5034496550344966
Positive Regulation of Macroautophagy (GO:0016239),0.1766832670609978,9.999000099990002e-05
Positive Regulation of Mitophagy (GO:1901526),0.15402758048606469,0.0100989901009899
Positive Regulation of Muscle Contraction (GO:0045933),-0.09754883643523066,0.891010898910109
Positive Regulation of Neuron Projection Development (GO:0010976),0.0690645641301385,0.010198980101989802
Positive Regulation of Non-Canonical NF-kappaB Signal Transduction (GO:1901224),0.0330635601880237,0.22357764223577642
Positive Regulation of Peptidyl-Serine Phosphorylation (GO:0033138),0.054072193918154654,0.1576842315768423
Positive Regulation of Phagocytosis (GO:0050766),0.01948715851464089,0.30546945305469453
Positive Regulation of Production of Molecular Mediator of Immune Response (GO:0002702),0.002892389183161481,0.4734526547345265
Positive Regulation of Protein K63-linked Ubiquitination (GO:1902523),0.2070795995825584,0.027297270272972702
Positive Regulation of Protein Localization (GO:1903829),0.16682059627862755,9.999000099990002e-05
Positive Regulation of Protein Localization to Membrane (GO:1905477),0.10195577491299113,0.0013998600139986002
Positive Regulation of Protein Metabolic Process (GO:0051247),0.19238616689750687,9.999000099990002e-05
Positive Regulation of Protein Phosphorylation (GO:0001934),0.12228250412145847,9.999000099990002e-05
Positive Regulation of Protein Polyubiquitination (GO:1902916),0.1731059690197544,0.013998600139986002
Positive Regulation of Protein Serine/Threonine Kinase Activity (GO:0071902),0.058970937200671925,0.04839516048395161
Positive Regulation of Protein Targeting to Membrane (GO:0090314),0.09773486126989317,0.07839216078392161
Positive Regulation of Reproductive Process (GO:2000243),-0.023536197670536885,0.6694330566943306
Positive Regulation of Signal Transduction (GO:0009967),0.07244104641633109,0.00029997000299970003
Positive Regulation of Small GTPase Mediated Signal Transduction (GO:0051057),0.15817825020441545,0.00019998000199980003
Positive Regulation of Smooth Muscle Contraction (GO:0045987),-0.2018938775510204,0.9874012598740126
Positive Regulation of Stress-Activated MAPK Cascade (GO:0032874),0.13411227489036115,0.0390960903909609
Positive Regulation of Stress-Activated Protein Kinase Signaling Cascade (GO:0070304),0.13411227489036115,0.0390960903909609
Positive Regulation of Transcription by RNA Polymerase I (GO:0045943),0.20324150934519847,9.999000099990002e-05
Positive Regulation of Transcription by RNA Polymerase II (GO:0045944),0.14338820668498686,9.999000099990002e-05
Positive Regulation of Translation (GO:0045727),0.2471863990167964,9.999000099990002e-05
Positive Regulation of Tumor Necrosis Factor Production (GO:0032760),0.03778041483663874,0.13638636136386362
Positive Regulation of Tumor Necrosis Factor Superfamily Cytokine Production (GO:1903557),0.04005374803901507,0.1161883811618838
Positive Regulation of Type 2 Immune Response (GO:0002830),0.02766212207799279,0.37346265373462656
Protein Modification Process (GO:0036211),0.16244609185837067,9.999000099990002e-05
Protein Phosphorylation (GO:0006468),0.16387357154885362,9.999000099990002e-05
Reelin-Mediated Signaling Pathway (GO:0038026),0.2486080421639334,0.008999100089991
Regulation of B Cell Activation (GO:0050864),-0.06512477026751073,0.8701129887011299
Regulation of ERK1 and ERK2 Cascade (GO:0070372),0.04345273320657006,0.0160983901609839
Regulation of JNK Cascade (GO:0046328),0.057729059833237395,0.0202979702029797
Regulation of MAP Kinase Activity (GO:0043405),0.06248913421418634,0.0415958404159584
Regulation of MAPK Cascade (GO:0043408),0.06604090532731632,0.00039996000399960006
Regulation of Notch Signaling Pathway (GO:0008593),0.11895520060435394,0.00039996000399960006
Regulation of RNA Biosynthetic Process (GO:2001141),0.14714596588064333,9.999000099990002e-05
Regulation of Rho Protein Signal Transduction (GO:0035023),0.22019299277258098,9.999000099990002e-05
Regulation of Anatomical Structure Morphogenesis (GO:0022603),0.13468941369202103,9.999000099990002e-05
Regulation of Angiogenesis (GO:0045765),0.08730107509873086,9.999000099990002e-05
Regulation of Apoptotic Process (GO:0042981),0.1494091073072198,9.999000099990002e-05
Regulation of Axon Guidance (GO:1902667),-0.06952379009222232,0.6826317368263174
Regulation of Calcium Ion Import (GO:0090279),-0.014722335647202933,0.5933406659334066
Regulation of Calcium Ion Import Across Plasma Membrane (GO:1905664),0.04965556961393869,0.3067693230676932
Regulation of Calcium Ion Transmembrane Transport (GO:1903169),0.02723658593037348,0.3167683231676832
Regulation of Canonical NF-kappaB Signal Transduction (GO:0043122),0.18088277735336555,9.999000099990002e-05
Regulation of Cell Adhesion (GO:0030155),0.09595187320334964,9.999000099990002e-05
Regulation of Cell Communication (GO:0010646),0.10301232003959493,0.0038996100389961006
Regulation of Cell Growth (GO:0001558),0.14624530480183717,9.999000099990002e-05
Regulation of Cytokine Production Involved in Immune Response (GO:0002718),-0.03494003376078847,0.7254274572542746
Regulation of Cytokine Production Involved in Inflammatory Response (GO:1900015),0.09316762060506945,0.011198880111988802
Regulation of Defense Response (GO:0031347),0.035048956387161545,0.1212878712128787
Regulation of Dendritic Cell Antigen Processing and Presentation (GO:0002604),0.040802791608848255,0.3438656134386561
Regulation of Dendritic Spine Maintenance (GO:1902950),0.023166476206023967,0.40635936406359363
Regulation of Epithelial Cell Proliferation (GO:0050678),0.06640464506735333,0.017998200179982
Regulation of Flagellated Sperm Motility (GO:1901317),-0.1268040816326531,0.92000799920008
Regulation of Gene Expression (GO:0010468),0.1280113529682716,9.999000099990002e-05
Regulation of Glutamate Receptor Signaling Pathway (GO:1900449),-0.09373299597344653,0.7815218478152185
Regulation of Hormone Secretion (GO:0046883),-0.05447043296051374,0.7410258974102589
Regulation of Inflammatory Response (GO:0050727),0.03068334964585062,0.058694130586941305
Regulation of Inflammatory Response to Antigenic Stimulus (GO:0002861),0.23981638360414792,0.00029997000299970003
Regulation of Interleukin-1 Beta Production (GO:0032651),0.015705657458234712,0.32896710328967105
Regulation of Interleukin-10 Production (GO:0032653),-0.05397731916632614,0.8822117788221178
Regulation of Interleukin-17 Production (GO:0032660),0.0004995413016978256,0.5014498550144986
Regulation of Interleukin-6 Production (GO:0032675),0.024115018523277132,0.2034796520347965
Regulation of Interleukin-8 Production (GO:0032677),0.05467392513351732,0.0575942405759424
Regulation of Macrophage Apoptotic Process (GO:2000109),0.1265333605386656,0.16728327167283272
Regulation of Metabolic Process (GO:0019222),0.10531623528715961,0.005699430056994301
Regulation of Microtubule Polymerization (GO:0031113),0.2070653302049983,9.999000099990002e-05
Regulation of Microtubule-Based Process (GO:0032886),0.18806618461241198,9.999000099990002e-05
Regulation of Mitochondrial Membrane Potential (GO:0051881),0.12645381584707427,0.004399560043995601
Regulation of Mitophagy (GO:1901524),0.2086445435130183,9.999000099990002e-05
Regulation of Non-Canonical NF-kappaB Signal Transduction (GO:1901222),0.0810058116759147,0.011898810118988102
Regulation of Oxidative Stress-Induced Intrinsic Apoptotic Signaling Pathway (GO:1902175),0.22157763646796147,0.00029997000299970003
Regulation of Peptidyl-Serine Phosphorylation (GO:0033135),0.07664721013058962,0.051394860513948606
Regulation of Phagocytosis (GO:0050764),0.06910243304027808,0.0390960903909609
Regulation of Protein K63-linked Ubiquitination (GO:1900044),0.28145835034152455,0.00019998000199980003
Regulation of Protein Localization to Membrane (GO:1905475),0.11744985292916088,0.010498950104989501
Regulation of Protein Targeting to Membrane (GO:0090313),0.09531755813608156,0.060493950604939506
Regulation of Protein-Containing Complex Assembly (GO:0043254),0.1656222900787554,9.999000099990002e-05
Regulation of Response to External Stimulus (GO:0032101),0.039916052518338296,0.06579342065793421
Regulation of Secretion by Cell (GO:1903530),0.11774326134841162,0.0030996900309969004
Regulation of Signal Transduction (GO:0009966),0.09774120980967094,9.999000099990002e-05
Regulation of Smooth Muscle Contraction (GO:0006940),-0.1154299816720199,0.9557044295570443
Regulation of Steroid Metabolic Process (GO:0019218),0.16287177672527986,0.008599140085991401
Regulation of Stress-Activated MAPK Cascade (GO:0032872),0.21329614955804566,9.999000099990002e-05
Regulation of Transcription by RNA Polymerase I (GO:0006356),0.21863153594771234,9.999000099990002e-05
Regulation of Translation (GO:0006417),0.2708852344474726,9.999000099990002e-05
Regulation of Tumor Necrosis Factor Production (GO:0032680),0.029550126647654662,0.1351864813518648
Regulation of Type 2 Immune Response (GO:0002828),-0.04078592997633235,0.6119388061193881
Regulation of Vasculature Development (GO:1901342),0.1426515430069787,0.0015998400159984002
Response to Amyloid-Beta (GO:1904645),-0.027311556668623616,0.7330266973302669
Response to Epidermal Growth Factor (GO:0070849),0.23089733115468403,9.999000099990002e-05
Response to Hydrogen Peroxide (GO:0042542),0.17460870453616673,9.999000099990002e-05
Response to Lipopolysaccharide (GO:0032496),0.0468045078934185,0.029997000299970003
Response to Molecule of Bacterial Origin (GO:0002237),0.05371385565291387,0.0832916708329167
Response to Muramyl Dipeptide (GO:0032495),0.1781369907747571,0.015298470152984701
Response to Reactive Oxygen Species (GO:0000302),0.16353710897566953,9.999000099990002e-05
Semaphorin-Plexin Signaling Pathway (GO:0071526),0.1604699021028554,9.999000099990002e-05
Spindle Assembly Involved in Female Meiosis (GO:0007056),0.02142507345739475,0.42585741425857415
Steroid Metabolic Process (GO:0008202),-0.03503754139610432,0.8652134786521348
Sterol Homeostasis (GO:0055092),0.02045117455719392,0.280971902809719
Stimulatory C-type Lectin Receptor Signaling Pathway (GO:0002223),0.09109791137023482,0.0871912808719128
Tachykinin Receptor Signaling Pathway (GO:0007217),-0.12139155274433794,0.8202179782021798
Transport Across Blood-Brain Barrier (GO:0150104),0.02113927640013258,0.2556744325567443
Vascular Endothelial Growth Factor Receptor Signaling Pathway (GO:0048010),0.20434777709384755,9.999000099990002e-05
Vascular Transport (GO:0010232),0.01801575931232091,0.290970902909709
Wound Healing (GO:0042060),0.1280195185598636,9.999000099990002e-05
Xenobiotic Catabolic Process (GO:0042178),-0.049383339529666115,0.7734226577342266
Xenobiotic Transport (GO:0042908),-0.11259882792604803,0.9566043395660434
