,total_singscore,p_value
Regulation of PLK1 Activity at G2 M Transition,0.2333232085862934,9.999000099990002e-05
Maternal to Zygotic Transition (MZT),0.23370038888126954,9.999000099990002e-05
Cellular Responses to Stimuli,0.23434627858839696,9.999000099990002e-05
Signaling by CSF1 (M-CSF) in Myeloid Cells,0.23817320705436784,9.999000099990002e-05
Regulation of Inflammatory Response to Antigenic Stimulus (GO:0002861),0.23981638360414792,0.00029997000299970003
Adherens junction,0.24066577039981285,9.999000099990002e-05
SARS-CoV-2-host Interactions,0.24071875781228302,9.999000099990002e-05
Cellular Responses to Stress,0.24169151763153818,9.999000099990002e-05
Negative Regulation of Intrinsic Apoptotic Signaling Pathway (GO:2001243),0.24195825719371422,9.999000099990002e-05
Negative Regulation of Protein Polymerization (GO:0032272),0.24240629552478588,9.999000099990002e-05
Positive Regulation of Translation (GO:0045727),0.2471863990167964,9.999000099990002e-05
Sema4D in Semaphorin Signaling,0.24836471180810793,9.999000099990002e-05
Reelin-Mediated Signaling Pathway (GO:0038026),0.2486080421639334,0.008999100089991
JNK (c-Jun Kinases) Phosphorylation and Activation Mediated by Activated Human TAK1,0.2505884143625078,9.999000099990002e-05
Interleukin-17 Signaling,0.25588848991851054,9.999000099990002e-05
Androgen Response,0.2574830209188024,9.999000099990002e-05
Host Interactions of HIV Factors,0.2595917215641945,9.999000099990002e-05
MAP Kinase Activation,0.2628118099341562,9.999000099990002e-05
Unfolded Protein Response,0.26513370533884506,9.999000099990002e-05
Regulation of Translation (GO:0006417),0.2708852344474726,9.999000099990002e-05
Downregulation of ERBB2 ERBB3 Signaling,0.2746097638329339,9.999000099990002e-05
Sema4D Induced Cell Migration and Growth-Cone Collapse,0.27541649652919564,9.999000099990002e-05
Regulation of Protein K63-linked Ubiquitination (GO:1900044),0.28145835034152455,0.00019998000199980003
Signaling by ERBB2 ECD Mutants,0.28628949946925775,9.999000099990002e-05
M-decay Degradation of Maternal mRNAs by Maternally Stored Factors,0.2995647731916632,9.999000099990002e-05
Constitutive Signaling by Overexpressed ERBB2,0.3261747232725639,9.999000099990002e-05
Negative Regulation of Oxidative Stress-Induced Intrinsic Apoptotic Signaling Pathway (GO:1902176),0.334174332888041,9.999000099990002e-05
