,total_singscore,p_value
Cell Projection Assembly (GO:0030031),0.06636762429308452,0.20787921207879212
Cell Projection Organization (GO:0030030),0.05524156027240934,0.20927907209279073
Cell Surface Receptor Protein Tyrosine Kinase Signaling Pathway (GO:0007169),0.09310750519496391,9.999000099990002e-05
Cell-Matrix Adhesion (GO:0007160),0.10788764112229654,0.00019998000199980003
Cellular Component Assembly (GO:0022607),0.09941342193443037,9.999000099990002e-05
Cellular Component Disassembly (GO:0022411),0.05948066209191616,0.1034896510348965
Cellular Component Maintenance (GO:0043954),0.21933177235434476,0.0046995300469953
Cellular Response to UV (GO:0034644),0.1867594638586536,9.999000099990002e-05
Cellular Response to UV-A (GO:0071492),-0.04840845498369678,0.6906309369063094
Cellular Response to Alkaloid (GO:0071312),-0.007268149962577353,0.5393460653934606
Cellular Response to Amino Acid Stimulus (GO:0071230),0.17228713422166897,9.999000099990002e-05
Cellular Response to Amyloid-Beta (GO:1904646),0.028703925288194987,0.2870712928707129
Cellular Response to Calcium Ion (GO:0071277),0.10509145977091028,0.004399560043995601
Cellular Response to Cytokine Stimulus (GO:0071345),0.07656277836888947,9.999000099990002e-05
Cellular Response to Decreased Oxygen Levels (GO:0036294),0.13429070322624648,9.999000099990002e-05
Cellular Response to Epidermal Growth Factor Stimulus (GO:0071364),0.224587431036804,9.999000099990002e-05
Cellular Response to Growth Factor Stimulus (GO:0071363),0.1527545865176717,9.999000099990002e-05
Cellular Response to Hydrogen Peroxide (GO:0070301),0.14587782469875865,0.0015998400159984002
Cellular Response to Hypoxia (GO:0071456),0.1249369561081789,0.00029997000299970003
Cellular Response to Lectin (GO:1990858),0.09109791137023482,0.0871912808719128
Cellular Response to Lipid (GO:0071396),-0.003399353224080859,0.5674432556744325
Cellular Response to Lipopolysaccharide (GO:0071222),0.028955235328376072,0.14628537146285372
Cellular Response to Mechanical Stimulus (GO:0071260),0.10376741311859627,0.0045995400459954
Cellular Response to Metal Ion (GO:0071248),0.08339797834599705,0.0013998600139986002
Cellular Response to Molecule of Bacterial Origin (GO:0071219),0.019783332766357464,0.2420757924207579
Cellular Response to Nitrogen Compound (GO:1901699),0.10158726838023258,9.999000099990002e-05
Cellular Response to Osmotic Stress (GO:0071470),0.13245147707718485,0.0038996100389961006
Cellular Response to Oxygen-Containing Compound (GO:1901701),0.05278438358391846,0.00029997000299970003
Cellular Response to Reactive Oxygen Species (GO:0034614),0.14996296592559843,9.999000099990002e-05
Cellular Response to Type II Interferon (GO:0071346),0.1065588237479842,0.006799320067993201
Cellular Response to Xenobiotic Stimulus (GO:0071466),0.06393547069634464,0.13358664133586642
Ceramide Transport (GO:0035627),0.015798497713912507,0.42515748425157485
Chemical Synaptic Transmission (GO:0007268),-0.0694145646249199,0.9998000199980002
Chromatin Organization (GO:0006325),0.22222717885171417,9.999000099990002e-05
Chromatin Remodeling (GO:0006338),0.24839173336744935,9.999000099990002e-05
Chromosome Condensation (GO:0030261),0.11363213476925027,0.021097890210978902
Chromosome Organization (GO:0051276),0.1191766603521972,0.0031996800319968005
Cilium Organization (GO:0044782),0.14902648236404525,9.999000099990002e-05
Collagen Catabolic Process (GO:0030574),0.042209493860437264,0.2395760423957604
Cortical Cytoskeleton Organization (GO:0030865),0.21772758842252649,9.999000099990002e-05
Cytoskeleton Organization (GO:0007010),0.14132155879178487,9.999000099990002e-05
Defense Response to Gram-positive Bacterium (GO:0050830),0.035790041077303436,0.18138186181381863
Defense Response to Bacterium (GO:0042742),-0.00030753554066392796,0.5021497850214979
Defense Response to Virus (GO:0051607),0.11282775872713369,9.999000099990002e-05
Dendritic Spine Organization (GO:0097061),0.08195303246885854,0.07929207079292071
Endoderm Formation (GO:0001706),0.09780409140286284,0.0244975502449755
Endodermal Cell Differentiation (GO:0035987),0.1693408366696626,0.0005999400059994001
Enzyme-Linked Receptor Protein Signaling Pathway (GO:0007167),0.008553314751052032,0.3765623437656234
Ephrin Receptor Signaling Pathway (GO:0048013),0.04580758730060641,0.15578442155784422
Epidermal Growth Factor Receptor Signaling Pathway (GO:0007173),0.18028224996325326,9.999000099990002e-05
Establishment of Protein Localization to Chromosome (GO:0070199),0.2358357852295886,0.0011998800119988001
Establishment of Protein Localization to Organelle (GO:0072594),0.20523733752007833,9.999000099990002e-05
Establishment of Protein Localization to Telomere (GO:0070200),0.15194858192205674,0.12498750124987501
External Encapsulating Structure Organization (GO:0045229),-0.027770547747122398,0.8347165283471653
Extracellular Matrix Disassembly (GO:0022617),0.07650780679994162,0.0613938606139386
Extracellular Matrix Organization (GO:0030198),0.02365504776164462,0.14728527147285272
Extracellular Structure Organization (GO:0043062),-0.020864663466173106,0.7675232476752325
Fatty Acid Biosynthetic Process (GO:0006633),0.005635276086590313,0.44325567443255676
Fatty Acid Metabolic Process (GO:0006631),0.02347150496689665,0.18918108189181082
Fatty Acid Oxidation (GO:0019395),0.12392388460772885,0.0017998200179982
Gene Expression (GO:0010467),0.2348927653507431,9.999000099990002e-05
Generation of Neurons (GO:0048699),0.062415640667673244,0.003999600039996
Glutamate Receptor Signaling Pathway (GO:0007215),-0.07395126222092518,0.9351064893510649
Glycerophospholipid Biosynthetic Process (GO:0046474),0.1492280075316338,9.999000099990002e-05
Heart Process (GO:0003015),0.03432593136854711,0.34396560343965604
Heme Catabolic Process (GO:0042167),0.01016493607196789,0.46145385461453853
Heme Metabolic Process (GO:0042168),0.11424836601307187,0.016698330166983303
Hemopoiesis (GO:0030097),0.07742846442198048,0.0029997000299970002
Hepatocyte Growth Factor Receptor Signaling Pathway (GO:0048012),0.235852649907498,0.021897810218978103
Hepoxilin Biosynthetic Process (GO:0051122),-0.004068557437257758,0.517948205179482
Hepoxilin Metabolic Process (GO:0051121),-0.004068557437257758,0.517948205179482
Icosanoid Biosynthetic Process (GO:0046456),-0.07196118870647172,0.8864113588641136
Icosanoid Metabolic Process (GO:0006690),-0.04594967023682994,0.8649135086491351
Icosanoid Transport (GO:0071715),-0.08944423335981488,0.8694130586941305
Import Into Nucleus (GO:0051170),0.22191532313064355,9.999000099990002e-05
Inflammatory Response (GO:0006954),-0.013014512698006964,0.7485251474852515
Innate Immune Response Activating Cell Surface Receptor Signaling Pathway (GO:0002220),-0.0016667085569225248,0.5178482151784821
Innate Immune Response-Activating Signaling Pathway (GO:0002758),-0.0958219359843227,0.906009399060094
Intracellular Iron Ion Homeostasis (GO:0006879),0.15246883291534907,0.00019998000199980003
Intracellular Monoatomic Cation Homeostasis (GO:0030003),0.06275859950637985,0.0015998400159984002
Intracellular Protein Transport (GO:0006886),0.200167853646954,9.999000099990002e-05
Intracellular Signaling Cassette (GO:0141124),0.12251011515717392,9.999000099990002e-05
Intracellular Zinc Ion Homeostasis (GO:0006882),0.09620987888870935,0.056894310568943104
Lamellipodium Assembly (GO:0030032),0.09761323259138244,0.0471952804719528
Lamellipodium Organization (GO:0097581),0.12331971677559916,0.0098990100989901
Learning (GO:0007612),0.0700248017276337,0.06929307069293071
Leukotriene Transport (GO:0071716),-0.0010814560888018354,0.4978502149785021
Linoleic Acid Metabolic Process (GO:0043651),-0.013201333605497745,0.5740425957404259
Lipid Metabolic Process (GO:0006629),0.041753920542111245,0.015998400159984
Lipid Modification (GO:0030258),0.0023187378158144867,0.4814518548145185
Lipid Oxidation (GO:0034440),-0.12673877551020407,0.9199080091990801
Lipid Translocation (GO:0034204),0.05697284051460072,0.16008399160083991
Lipid Transport (GO:0006869),0.03611879085885039,0.11448855114488551
Lipoxygenase Pathway (GO:0019372),-0.08229604538219809,0.7667233276672333
Liver Development (GO:0001889),0.12628374199120052,0.0098990100989901
Long-Chain Fatty Acid Biosynthetic Process (GO:0042759),-0.08300901082889744,0.8965103489651035
Long-Chain Fatty Acid Metabolic Process (GO:0001676),-0.011747178509332656,0.6348365163483651
Lymphocyte Differentiation (GO:0030098),0.08190235106251131,0.0091990800919908
Macromolecule Biosynthetic Process (GO:0009059),0.2684812863442646,9.999000099990002e-05
Membrane Lipid Biosynthetic Process (GO:0046467),0.10299401353846582,0.0066993300669933005
Metal Ion Transport (GO:0030001),-0.04611200098964918,0.9773022697730227
Mitochondrion Organization (GO:0007005),0.16108123971233157,9.999000099990002e-05
Mitotic Cell Cycle Phase Transition (GO:0044772),0.166536451920116,9.999000099990002e-05
Mitotic Recombination (GO:0006312),0.1970402122882221,0.0026997300269973002
Mitotic Spindle Organization (GO:0007052),0.1673264931633598,9.999000099990002e-05
Monocarboxylic Acid Transport (GO:0015718),-0.04657360379700942,0.8933106689331067
Motor Neuron Axon Guidance (GO:0008045),0.10357988407216911,0.1131886811318868
Natural Killer Cell Activation (GO:0030101),-0.06723175381263619,0.8989101089891011
Negative Regulation of Apoptotic Process (GO:0043066),0.14422377388668073,9.999000099990002e-05
Negative Regulation of Cell Migration (GO:0030336),0.1489576398457022,9.999000099990002e-05
Negative Regulation of Cell Projection Organization (GO:0031345),0.009776078372152552,0.41215878412158785
Negative Regulation of Cellular Process (GO:0048523),0.11804257508910809,9.999000099990002e-05
Negative Regulation of Cellular Senescence (GO:2000773),-0.00914907260417741,0.5582441755824418
Negative Regulation of Cytokine Production (GO:0001818),0.058317264417591774,0.003999600039996
Negative Regulation of Endocytosis (GO:0045806),0.2018300083415805,9.999000099990002e-05
Negative Regulation of Extrinsic Apoptotic Signaling Pathway (GO:2001237),0.10895601592244786,0.000999900009999
Negative Regulation of Extrinsic Apoptotic Signaling Pathway in Absence of Ligand (GO:2001240),-0.0309791708466427,0.7018298170182982
Negative Regulation of Fibroblast Migration (GO:0010764),0.3065211181391553,0.007499250074992501
Negative Regulation of Gene Expression (GO:0010629),0.15653076594445103,9.999000099990002e-05
Negative Regulation of Immune Response (GO:0050777),0.10477999387772341,0.0021997800219978004
Negative Regulation of Inflammatory Response (GO:0050728),0.10144053850538659,0.00019998000199980003
Negative Regulation of Inflammatory Response to Antigenic Stimulus (GO:0002862),0.2253077284232874,0.0005999400059994001
Negative Regulation of Intrinsic Apoptotic Signaling Pathway (GO:2001243),0.24195825719371422,9.999000099990002e-05
Negative Regulation of Macromolecule Biosynthetic Process (GO:0010558),0.12450309126021475,9.999000099990002e-05
Negative Regulation of Monoatomic Ion Transport (GO:0043271),-0.005983608230587079,0.5382461753824618
Negative Regulation of Oxidative Stress-Induced Intrinsic Apoptotic Signaling Pathway (GO:1902176),0.334174332888041,9.999000099990002e-05
Negative Regulation of Programmed Cell Death (GO:0043069),0.15942676744288298,9.999000099990002e-05
Negative Regulation of Protein Binding (GO:0032091),0.2124993227707752,9.999000099990002e-05
Negative Regulation of Reactive Oxygen Species Biosynthetic Process (GO:1903427),0.007607399244475288,0.46815318468153183
Negative Regulation of Receptor-Mediated Endocytosis (GO:0048261),0.22582860621900147,0.00019998000199980003
Negative Regulation of Secretion by Cell (GO:1903531),0.00577256589759656,0.45555444455554445
Negative Regulation of Sequestering of Calcium Ion (GO:0051283),0.019252881949511136,0.34896510348965104
Negative Regulation of Signal Transduction in Absence of Ligand (GO:1901099),-0.0309791708466427,0.7018298170182982
Nervous System Development (GO:0007399),0.05021780831585099,0.00019998000199980003
Neuron Differentiation (GO:0030182),0.018288234060211406,0.2226777322267773
Neuron Migration (GO:0001764),0.11694320260725233,0.0015998400159984002
Neuron Projection Guidance (GO:0097485),0.07140107533913986,0.0027997200279972004
Nitrogen Compound Transport (GO:0071705),0.08424381295488104,0.00019998000199980003
Non-Canonical Wnt Signaling Pathway (GO:0035567),0.0805537392725787,0.039896010398960104
Nuclear Chromosome Segregation (GO:0098813),0.05234508779219027,0.23317668233176683
Nucleic Acid Biosynthetic Process (GO:0141187),0.16433789022648437,0.10618938106189381
Organelle Disassembly (GO:1903008),0.2193730817535282,9.999000099990002e-05
Organelle Organization (GO:0006996),0.1513036080106076,9.999000099990002e-05
Organic Anion Transport (GO:0015711),-0.004828452170344444,0.563943605639436
Organic Hydroxy Compound Transport (GO:0015850),-0.037274221281441255,0.7983201679832017
Pattern Recognition Receptor Signaling Pathway (GO:0002221),0.040253110856787955,0.14038596140385962
Peptidyl-Serine Modification (GO:0018209),0.186978617068424,9.999000099990002e-05
Peptidyl-Serine Phosphorylation (GO:0018105),0.23719894080718817,9.999000099990002e-05
Peptidyl-Tyrosine Autophosphorylation (GO:0038083),0.008697988951479108,0.46025397460253975
Peptidyl-Tyrosine Modification (GO:0018212),0.08473828825760155,0.024297570242975703
Peptidyl-Tyrosine Phosphorylation (GO:0018108),0.08393858850207248,0.0168983101689831
Phagocytosis (GO:0006909),0.12147867268750878,0.00039996000399960006
Phosphatidylethanolamine Metabolic Process (GO:0046337),0.09069620253164556,0.0832916708329167
Phosphatidylinositol 3-Kinase/Protein Kinase B Signal Transduction (GO:0043491),0.2258112386228729,9.999000099990002e-05
Phospholipase C-activating G Protein-Coupled Receptor Signaling Pathway (GO:0007200),-0.10146526662967498,0.9996000399960004
Phospholipid Translocation (GO:0045332),0.0816249771685108,0.051394860513948606
Phospholipid Transport (GO:0015914),0.11383253104955071,0.0020997900209979003
Phosphorylation (GO:0016310),0.18324556470609965,9.999000099990002e-05
Pigment Catabolic Process (GO:0046149),0.01016493607196789,0.46145385461453853
Plasma Membrane Bounded Cell Projection Assembly (GO:0120031),0.14656459454195625,9.999000099990002e-05
Plasma Membrane Bounded Cell Projection Organization (GO:0120036),0.08518449022343,0.00029997000299970003
Porphyrin-Containing Compound Catabolic Process (GO:0006787),0.06695881968818873,0.2582741725827417
Positive Regulation of DNA-templated Transcription (GO:0045893),0.15023924178900339,9.999000099990002e-05
Positive Regulation of ERK1 and ERK2 Cascade (GO:0070374),-0.007382806655114649,0.6151384861513849
Positive Regulation of MAP Kinase Activity (GO:0043406),0.06181335344504302,0.052894710528947106
Positive Regulation of MAPK Cascade (GO:0043410),0.015635300000816366,0.16468353164683533
Positive Regulation of RNA Biosynthetic Process (GO:1902680),0.15778513199051802,9.999000099990002e-05
Positive Regulation of Rho Protein Signal Transduction (GO:0035025),0.20218991219113736,0.00019998000199980003
Positive Regulation of T Cell Activation (GO:0050870),0.07533264001979623,0.0036996300369963003
Positive Regulation of T Cell Receptor Signaling Pathway (GO:0050862),0.05457450779135953,0.24427557244275572
Positive Regulation of Wnt Signaling Pathway (GO:0030177),0.11142324888226529,9.999000099990002e-05
Positive Regulation of Actin Filament Bundle Assembly (GO:0032233),0.15071012665726113,0.00029997000299970003
Positive Regulation of Antigen Receptor-Mediated Signaling Pathway (GO:0050857),0.06461066652149461,0.17718228177182282
Positive Regulation of Apoptotic Process (GO:0043065),0.11252899260869853,9.999000099990002e-05
Positive Regulation of Apoptotic Signaling Pathway (GO:2001235),0.10445791233739676,0.0018998100189981002
Positive Regulation of Bicellular Tight Junction Assembly (GO:1903348),-0.014237910630483575,0.5465453454654534
Positive Regulation of Binding (GO:0051099),0.13687237892661874,9.999000099990002e-05
Positive Regulation of Canonical NF-kappaB Signal Transduction (GO:0043123),0.18437515406586413,9.999000099990002e-05
Positive Regulation of Cell Adhesion (GO:0045785),0.06718714703077555,0.0182981701829817
Positive Regulation of Cell Cycle (GO:0045787),0.15967652948262367,9.999000099990002e-05
Positive Regulation of Cell Cycle Process (GO:0090068),0.12677029230433257,9.999000099990002e-05
Positive Regulation of Cell Growth (GO:0030307),0.1318802598412795,9.999000099990002e-05
Positive Regulation of Cell Junction Assembly (GO:1901890),0.022818726349274177,0.27417258274172585
Positive Regulation of Cell Migration (GO:0030335),0.12684832414773828,9.999000099990002e-05
Positive Regulation of Cell Population Proliferation (GO:0008284),0.06054583851426676,9.999000099990002e-05
Positive Regulation of Cell-Cell Adhesion (GO:0022409),0.018116978664268757,0.34406559344065596
Positive Regulation of Cell-Matrix Adhesion (GO:0001954),0.14685036005439833,0.00029997000299970003
Positive Regulation of Cell-Substrate Adhesion (GO:0010811),0.11369893673859366,0.0006999300069993001
Positive Regulation of Cell-Substrate Junction Organization (GO:0150117),0.19673171745078577,0.0006999300069993001
Positive Regulation of Cellular Process (GO:0048522),0.08729270572035874,9.999000099990002e-05
Positive Regulation of Cytokine Production (GO:0001819),0.04906765196841534,0.0025997400259974
Positive Regulation of Cytokine-Mediated Signaling Pathway (GO:0001961),0.07534258293800566,0.0423957604239576
Positive Regulation of Defense Response (GO:0031349),0.00028048539916702975,0.49185081491850813
Positive Regulation of Developmental Process (GO:0051094),0.1384560190942058,9.999000099990002e-05
Positive Regulation of Endothelial Cell Migration (GO:0010595),0.15345864866867076,9.999000099990002e-05
Positive Regulation of Epithelial Cell Proliferation (GO:0050679),0.04925083657720419,0.041495850414958506
Positive Regulation of Establishment of Protein Localization (GO:1904951),0.08054057734204789,0.06579342065793421
Positive Regulation of Focal Adhesion Assembly (GO:0051894),0.16276516594987933,0.0086991300869913
Positive Regulation of Gene Expression (GO:0010628),0.10439632722720049,9.999000099990002e-05
Positive Regulation of Granulocyte Chemotaxis (GO:0071624),0.13010839389238182,0.0336966303369663
Positive Regulation of Growth (GO:0045927),0.18065992518120177,9.999000099990002e-05
Positive Regulation of Heterotypic Cell-Cell Adhesion (GO:0034116),-0.07522941567188268,0.8047195280471953
Positive Regulation of Inflammatory Response (GO:0050729),0.019479710927307714,0.24597540245975402
Positive Regulation of Interleukin-1 Beta Production (GO:0032731),0.015148256888560363,0.36726327367263273
Positive Regulation of Interleukin-1 Production (GO:0032732),0.02530485189701215,0.26687331266873315
Positive Regulation of Intracellular Signal Transduction (GO:1902533),0.10630728226896025,9.999000099990002e-05
Positive Regulation of Intrinsic Apoptotic Signaling Pathway (GO:2001244),0.13847404552571363,0.001999800019998
Positive Regulation of Lamellipodium Assembly (GO:0010592),0.19634106501143422,0.0006999300069993001
Positive Regulation of Lamellipodium Organization (GO:1902745),0.18829929193899775,0.00029997000299970003
Positive Regulation of Leukocyte Cell-Cell Adhesion (GO:1903039),0.04062351604038705,0.18418158184181582
Positive Regulation of Lymphocyte Activation (GO:0051251),-0.0003765851607931414,0.5034496550344966
Positive Regulation of miRNA Metabolic Process (GO:2000630),0.12651672883498877,0.000999900009999
Positive Regulation of miRNA Transcription (GO:1902895),0.13117855517957178,0.0007999200079992001
Positive Regulation of Microtubule Polymerization (GO:0031116),0.20951434539664127,9.999000099990002e-05
Positive Regulation of Microtubule Polymerization or Depolymerization (GO:0031112),0.16702942103236196,0.0011998800119988001
Positive Regulation of Mitotic Cell Cycle (GO:0045931),0.160703345178287,0.0020997900209979003
Positive Regulation of Mitotic Nuclear Division (GO:0045840),0.05898340776623545,0.13338666133386662
Positive Regulation of Monoatomic Ion Transport (GO:0043270),0.06413835998292972,0.0922907709229077
Positive Regulation of Monooxygenase Activity (GO:0032770),0.003463716043333953,0.48705129487051296
Positive Regulation of Multicellular Organismal Process (GO:0051240),0.04972858118323242,0.0004999500049995
Positive Regulation of Neutrophil Chemotaxis (GO:0090023),0.13010839389238182,0.0336966303369663
Positive Regulation of Neutrophil Migration (GO:1902624),0.0806257610406581,0.0953904609539046
Positive Regulation of Nitric-Oxide Synthase Activity (GO:0051000),0.15682126353119374,0.052594740525947405
Positive Regulation of Organelle Organization (GO:0010638),0.14947819589273414,9.999000099990002e-05
Positive Regulation of Phosphorylation (GO:0042327),0.14283986776255153,9.999000099990002e-05
Positive Regulation of Plasma Membrane Bounded Cell Projection Assembly (GO:0120034),0.14216144623283244,9.999000099990002e-05
Positive Regulation of Programmed Cell Death (GO:0043068),0.12097986546252326,9.999000099990002e-05
Positive Regulation of Protein Binding (GO:0032092),0.1844578551642263,9.999000099990002e-05
Positive Regulation of Protein Localization (GO:1903829),0.16682059627862755,9.999000099990002e-05
Positive Regulation of Protein Localization to Membrane (GO:1905477),0.10195577491299113,0.0013998600139986002
Positive Regulation of Protein Localization to Nucleus (GO:1900182),0.23188613361704447,9.999000099990002e-05
Positive Regulation of Protein Metabolic Process (GO:0051247),0.19238616689750687,9.999000099990002e-05
Positive Regulation of Protein Modification Process (GO:0031401),0.16019161073840948,9.999000099990002e-05
Positive Regulation of Protein Phosphorylation (GO:0001934),0.12228250412145847,9.999000099990002e-05
Positive Regulation of Protein Polymerization (GO:0032273),0.12222432969855657,0.00029997000299970003
Positive Regulation of Protein Serine/Threonine Kinase Activity (GO:0071902),0.058970937200671925,0.04839516048395161
Positive Regulation of Protein Targeting to Membrane (GO:0090314),0.09773486126989317,0.07839216078392161
Positive Regulation of Response to External Stimulus (GO:0032103),-0.008879857198960728,0.6483351664833517
Positive Regulation of Signal Transduction (GO:0009967),0.07244104641633109,0.00029997000299970003
Positive Regulation of Small GTPase Mediated Signal Transduction (GO:0051057),0.15817825020441545,0.00019998000199980003
Positive Regulation of Smooth Muscle Cell Proliferation (GO:0048661),0.06851829143674637,0.054394560543945605
Positive Regulation of Stem Cell Proliferation (GO:2000648),0.14313744170432074,0.018698130186981302
Positive Regulation of Stress Fiber Assembly (GO:0051496),0.1669109118226333,0.00019998000199980003
Positive Regulation of Substrate Adhesion-Dependent Cell Spreading (GO:1900026),0.15643639186208025,0.0007999200079992001
Positive Regulation of Supramolecular Fiber Organization (GO:1902905),0.10097460177274786,0.0004999500049995
Positive Regulation of Transcription by RNA Polymerase I (GO:0045943),0.20324150934519847,9.999000099990002e-05
Positive Regulation of Translation (GO:0045727),0.2471863990167964,9.999000099990002e-05
Positive Regulation of Transport (GO:0051050),0.08559838142728682,0.023697630236976304
Positive Regulation of Tumor Necrosis Factor-Mediated Signaling Pathway (GO:1903265),0.12504931771492322,0.09969003099690031
Positive Regulation of Vascular Associated Smooth Muscle Cell Proliferation (GO:1904707),0.12778072682727648,0.023897610238976102
Positive Regulation of Viral Genome Replication (GO:0045070),0.22866362458716027,9.999000099990002e-05
Protein Autophosphorylation (GO:0046777),0.13039817663817665,9.999000099990002e-05
Protein Autoprocessing (GO:0016540),0.07467782540654555,0.16128387161283872
Protein Import Into Nucleus (GO:0006606),0.19485808261234938,9.999000099990002e-05
"Protein Localization to Chromosome, Telomeric Region (GO:0070198)",0.1584040117942228,0.021897810218978103
Protein Localization to Nucleus (GO:0034504),0.2209722394922523,9.999000099990002e-05
Protein Maturation (GO:0051604),0.12534608495850552,9.999000099990002e-05
Protein Metabolic Process (GO:0019538),0.14707248601840495,9.999000099990002e-05
Protein Modification Process (GO:0036211),0.16244609185837067,9.999000099990002e-05
Protein Phosphorylation (GO:0006468),0.16387357154885362,9.999000099990002e-05
Protein Polymerization (GO:0051258),0.08196093009423622,0.018598140185981403
Protein Processing (GO:0016485),0.12412479550212929,9.999000099990002e-05
Protein-Containing Complex Assembly (GO:0065003),0.1509856848595219,9.999000099990002e-05
Proteolysis (GO:0006508),0.06339067725448122,0.00029997000299970003
Purine Ribonucleotide Transport (GO:0015868),0.1161755812619466,0.034096590340965904
Pyroptotic Inflammatory Response (GO:0070269),0.006466850280672731,0.45695430456954306
Reelin-Mediated Signaling Pathway (GO:0038026),0.2486080421639334,0.008999100089991
Regulation of ERK1 and ERK2 Cascade (GO:0070372),0.04345273320657006,0.0160983901609839
Regulation of MAP Kinase Activity (GO:0043405),0.06248913421418634,0.0415958404159584
Regulation of MAPK Cascade (GO:0043408),0.06604090532731632,0.00039996000399960006
Regulation of Rho Protein Signal Transduction (GO:0035023),0.22019299277258098,9.999000099990002e-05
Regulation of T Cell Activation (GO:0050863),-0.05653510565780501,0.936906309369063
Regulation of T Cell Receptor Signaling Pathway (GO:0050856),0.09412868607425429,0.019998000199980003
Regulation of Wnt Signaling Pathway (GO:0030111),0.06275501843506759,0.014498550144985502
Regulation of Actin Cytoskeleton Organization (GO:0032956),0.13904085300177227,9.999000099990002e-05
Regulation of Actin Filament Bundle Assembly (GO:0032231),0.1381523381662242,0.008599140085991401
Regulation of Actin Filament Polymerization (GO:0030833),0.1539215260165262,9.999000099990002e-05
Regulation of Actin Filament-Based Process (GO:0032970),0.13482211626748686,9.999000099990002e-05
Regulation of Actomyosin Structure Organization (GO:0110020),0.23355293112814435,0.0013998600139986002
Regulation of Adaptive Immune Response (GO:0002819),0.055745819333735236,0.21937806219378062
Regulation of Anatomical Structure Morphogenesis (GO:0022603),0.13468941369202103,9.999000099990002e-05
Regulation of Angiogenesis (GO:0045765),0.08730107509873086,9.999000099990002e-05
Regulation of Apoptotic Process (GO:0042981),0.1494091073072198,9.999000099990002e-05
Regulation of Bicellular Tight Junction Assembly (GO:2000810),0.06951702457744757,0.1718828117188281
Regulation of Biosynthetic Process (GO:0009889),0.06089220089832581,0.17698230176982302
Regulation of Calcium Ion Import (GO:0090279),-0.014722335647202933,0.5933406659334066
Regulation of Calcium Ion Import Across Plasma Membrane (GO:1905664),0.04965556961393869,0.3067693230676932
Regulation of Calcium Ion Transmembrane Transport (GO:1903169),0.02723658593037348,0.3167683231676832
Regulation of Canonical NF-kappaB Signal Transduction (GO:0043122),0.18088277735336555,9.999000099990002e-05
Regulation of Cell Adhesion (GO:0030155),0.09595187320334964,9.999000099990002e-05
Regulation of Cell Cycle G2/M Phase Transition (GO:1902749),0.15477843105231648,0.012098790120987902
Regulation of Cell Cycle Process (GO:0010564),0.1855573691657495,9.999000099990002e-05
Regulation of Cell Division (GO:0051302),0.1650737410353713,9.999000099990002e-05
Regulation of Cell Growth (GO:0001558),0.14624530480183717,9.999000099990002e-05
Regulation of Cell Migration (GO:0030334),0.12397619676983451,9.999000099990002e-05
Regulation of Cell Motility (GO:2000145),0.08469478346552717,0.0010998900109989002
Regulation of Cell Population Proliferation (GO:0042127),0.09064230092456438,9.999000099990002e-05
Regulation of Cell Size (GO:0008361),0.10824178068205026,0.030596940305969402
Regulation of Cell-Substrate Adhesion (GO:0010810),0.10033210370684387,0.010198980101989802
Regulation of Cellular Component Organization (GO:0051128),0.13920881226053639,9.999000099990002e-05
Regulation of Cellular Component Size (GO:0032535),0.14830362758652316,0.0004999500049995
Regulation of Cellular Senescence (GO:2000772),0.08763098496609201,0.046295370462953706
Regulation of Centrosome Cycle (GO:0046605),0.1924756323341229,0.0006999300069993001
Regulation of Cytokinesis (GO:0032465),0.20684650455927045,9.999000099990002e-05
Regulation of Cytoskeleton Organization (GO:0051493),0.15113832724359122,9.999000099990002e-05
Regulation of Defense Response (GO:0031347),0.035048956387161545,0.1212878712128787
Regulation of Dendritic Spine Maintenance (GO:1902950),0.023166476206023967,0.40635936406359363
Regulation of Endothelial Cell Migration (GO:0010594),0.1384370869448246,9.999000099990002e-05
Regulation of Epithelial Cell Proliferation (GO:0050678),0.06640464506735333,0.017998200179982
Regulation of Extrinsic Apoptotic Signaling Pathway in Absence of Ligand (GO:2001239),0.011413059099208644,0.4203579642035796
Regulation of Fibroblast Migration (GO:0010762),0.3236668027766435,9.999000099990002e-05
Regulation of Focal Adhesion Assembly (GO:0051893),0.2010972665926567,9.999000099990002e-05
Regulation of Gene Expression (GO:0010468),0.1280113529682716,9.999000099990002e-05
Regulation of Glutamate Receptor Signaling Pathway (GO:1900449),-0.09373299597344653,0.7815218478152185
Regulation of Hair Cycle (GO:0042634),0.02074971996607844,0.41415858414158585
Regulation of Heterotypic Cell-Cell Adhesion (GO:0034114),0.022705185790118376,0.36836316368363164
Regulation of Inflammatory Response (GO:0050727),0.03068334964585062,0.058694130586941305
Regulation of Inflammatory Response to Antigenic Stimulus (GO:0002861),0.23981638360414792,0.00029997000299970003
Regulation of Interleukin-1 Beta Production (GO:0032651),0.015705657458234712,0.32896710328967105
Regulation of Interleukin-23 Production (GO:0032667),0.07222630318859513,0.27747225277472254
Regulation of Intracellular Signal Transduction (GO:1902531),0.1450303353037553,9.999000099990002e-05
Regulation of Intrinsic Apoptotic Signaling Pathway (GO:2001242),0.2008215818516247,9.999000099990002e-05
Regulation of Lamellipodium Assembly (GO:0010591),0.16185631133466605,0.0007999200079992001
Regulation of Lamellipodium Organization (GO:1902743),0.05969194764198438,0.23877612238776122
