,total_singscore,p_value
APC C Cdc20 Mediated Degradation of Mitotic Proteins,0.2510390717361932,9.999000099990002e-05
Mitotic G1 DNA Damage Checkpoint Signaling (GO:0031571),0.2519570685264444,0.00039996000399960006
Interleukin-9-Mediated Signaling Pathway (GO:0038113),0.25382983064680675,0.024797520247975203
Cellular Response to Interleukin-9 (GO:0071355),0.25382983064680675,0.024797520247975203
Positive Regulation of RNA Splicing (GO:0033120),0.2553880718954249,9.999000099990002e-05
Interleukin-17 Signaling,0.25588848991851054,9.999000099990002e-05
Transcriptional Regulation by VENTX,0.2574642419288926,9.999000099990002e-05
Androgen Response,0.2574830209188024,9.999000099990002e-05
RMTs Methylate Histone Arginines,0.25780268749677404,9.999000099990002e-05
APC Cdc20 Mediated Degradation of Cell Cycle Proteins Prior to Satisfation of the Checkpoint,0.2580443081117928,9.999000099990002e-05
Host Interactions of HIV Factors,0.2595917215641945,9.999000099990002e-05
Regulation of APC C Activators Between G1 S and Early Anaphase,0.2611164811706309,9.999000099990002e-05
MAP Kinase Activation,0.2628118099341562,9.999000099990002e-05
DNA-templated Transcription Elongation (GO:0006354),0.26312917945546,9.999000099990002e-05
Cyclin E Associated Events During G1 S Transition,0.2644327822789644,9.999000099990002e-05
ERK MAPK Targets,0.2645600071277955,9.999000099990002e-05
Cdc20 Phospho-APC C Mediated Degradation of Cyclin A,0.26465695139847323,9.999000099990002e-05
Chromatin Modifying Enzymes,0.265304997152383,9.999000099990002e-05
Chromatin Organization,0.265304997152383,9.999000099990002e-05
CDK-mediated Phosphorylation and Removal of Cdc6,0.2653744015183601,9.999000099990002e-05
Cyclin A Cdk2-associated Events at S Phase Entry,0.2673370702508041,9.999000099990002e-05
Regulation of mRNA 3'-End Processing (GO:0031440),0.26838625418333195,0.0020997900209979003
Regulation of Translation (GO:0006417),0.2708852344474726,9.999000099990002e-05
Regulation of RUNX1 Expression and Activity,0.2734401796651694,9.999000099990002e-05
Estrogen-dependent Gene Expression,0.2739436467266424,9.999000099990002e-05
Signaling by TGF-beta Receptor Complex,0.27799796633845353,9.999000099990002e-05
G1 S DNA Damage Checkpoints,0.2782631202549565,9.999000099990002e-05
Transcriptional Regulation by RUNX3,0.2792223493286772,9.999000099990002e-05
MAPK Targets Nuclear Events Mediated by MAP Kinases,0.2806493782030417,9.999000099990002e-05
SCF(Skp2)-mediated Degradation of P27 P21,0.2813962918064491,9.999000099990002e-05
Regulation of mRNA Processing (GO:0050684),0.28642762404458966,9.999000099990002e-05
Myc Targets V1,0.2882062937062936,9.999000099990002e-05
Transcription Elongation by RNA Polymerase II (GO:0006368),0.28958155846277733,9.999000099990002e-05
p53-Dependent G1 DNA Damage Response,0.2940338734128102,9.999000099990002e-05
p53-Dependent G1 S DNA Damage Checkpoint,0.2940338734128102,9.999000099990002e-05
RUNX3 Regulates WNT Signaling,0.2971237041874133,0.0006999300069993001
Regulation of TP53 Expression and Degradation,0.30143099706718246,9.999000099990002e-05
Amyloid-Beta Metabolic Process (GO:0050435),0.3014796160283362,9.999000099990002e-05
Regulation of TP53 Degradation,0.3074419962060412,9.999000099990002e-05
Regulation of Translation in Response to Stress (GO:0043555),0.30808709493102604,0.00039996000399960006
Peptidyl-Serine Autophosphorylation (GO:0036289),0.3095155497510408,0.00039996000399960006
Ubiquitin-dependent Degradation of Cyclin D,0.314525618497667,9.999000099990002e-05
Drug-mediated Inhibition of CDK4 CDK6 Activity,0.3150989593960416,0.0058994100589941
SMAD2 SMAD3 SMAD4 Heterotrimer Regulates Transcription,0.3180972097373176,9.999000099990002e-05
RUNX3 Regulates p14-ARF,0.32183265306122455,9.999000099990002e-05
Amyloid Precursor Protein Catabolic Process (GO:0042987),0.3371687505831855,9.999000099990002e-05
Transcriptional Activity of SMAD2 SMAD3 SMAD4 Heterotrimer,0.3378814390842192,9.999000099990002e-05
Amyloid-Beta Formation (GO:0034205),0.38677965064076403,9.999000099990002e-05
