Symbol	D_TGFb_R1
ABCB4	4.11084013
PHB1	9.748003387
SLC25A3	10.38789596
PHEX	5.116415637
PHF1	8.941708438
PHF2	7.380159091
PHKA1	7.071986806
PHKA2	6.964941746
PHKB	7.65245444
PHKG1	5.231228661
PHKG2	6.205466978
PHYH	8.638013651
SERPINA1	6.523511193
PI3	5.321057497
SERPINA4	5.058877889
SERPINB5	6.904418505
SERPINB6	8.359921564
SERPINE2	10.96205461
SERPINB8	6.820031403
SERPINB9	5.148441066
SERPINB10	3.849529163
SERPINI1	5.723730695
SERPINB13	4.464063726
SERPINI2	4.024649566
PIGA	7.900722323
PIGC	8.046146099
PIGF	8.793190303
PIGH	7.223420498
PIGR	5.142568819
PIK3C2A	6.363345592
PIK3C2B	7.002575271
PIK3C2G	4.320168128
PIK3C3	7.861806862
PIK3CA	7.08605503
PIK3CB	8.257434297
PIM1	7.695669067
PIK3CD	8.36021553
PIK3CG	3.836031969
PIK3R1	6.960511393
PIK3R2	7.801901041
PI4KA	7.676220712
PI4KB	7.504403528
PIN1	8.893817152
PIN4	7.158322903
PIP	5.347975364
PIP4K2A	8.396980938
PITPNA	8.682377785
PITX1	5.835721955
PITX2	5.803264437
PITX3	5.76082325
PKD2	8.147233421
PKLR	4.786483964
PKM	9.832260696
PKNOX1	6.697273923
PKP1	5.929590622
PKP2	5.293281196
PLA2G1B	4.020137261
PLA2G2A	5.514005402
PLA2G4A	6.457552268
PLA2G5	4.362341215
PLAG1	5.850945838
PLAGL1	7.033876812
PLAGL2	7.097413871
PLAT	6.723706471
PLAU	11.74581222
PLAUR	9.177270664
PLCB2	5.753299471
PLCB3	6.734298558
PLCB4	7.944471414
PLCD1	7.21448725
PLCL1	3.6774593
PLCG1	7.906483952
PLCG2	5.264032299
PLD1	5.278403949
PLD2	7.141567391
PLEC	8.254451631
PLG	4.636949443
PLEK	4.973710962
SERPINF2	5.547477652
PLIN1	5.351588035
PLK1	8.222390718
FXYD1	5.373335385
FXYD3	5.735348819
PLN	3.741881238
PLOD1	8.99882176
PLOD2	11.08297535
PLP1	3.735338897
PLP2	11.48743417
PLS1	8.272279279
PLS3	12.05069175
PLSCR1	9.527678985
PLTP	6.00991899
PLXNA1	8.448409996
PLXNA2	6.095697105
PLXNB1	6.376904744
PLXNB3	4.789862768
PMAIP1	9.645934265
PMCH	5.106390802
PNOC	4.596876678
PMCHL1	4.251699823
PML	6.344047303
PMM1	7.815177606
PMM2	8.366685815
PMP2	3.900422369
PMP22	8.142834913
PMS1	8.019766744
PMS2P1	7.875177033
PMS2P2	5.652375943
PMS2P3	6.549860413
EXOSC9	9.124515855
EXOSC10	8.163624277
PRRX1	4.642223293
PNLIP	3.919523783
PNLIPRP1	4.492759591
PNLIPRP2	3.875551444
PNMT	5.882153814
PNN	9.154749716
UBL3	8.940793453
SEPTIN4	4.841338516
PODXL	8.026734305
POLA1	7.801184377
POLB	8.512919019
POLD1	8.277941699
POLE	7.611500911
POLE2	8.681849182
POLG	6.535693664
POLH	5.618100717
POLR2A	7.78598622
POLR2B	10.61522498
POLR2C	8.693059903
POLR2D	7.580576896
POLR2F	8.605907698
POLR2G	10.8563285
POLR2H	10.12360213
POLR2I	10.2246849
POLR2J	10.77070674
POLR2K	9.953758653
POLR2L	7.884879425
POLRMT	6.93094801
POMC	5.125420331
PON1	4.366144038
PON2	10.13822954
PON3	6.274842177
POR	7.612933517
POU1F1	3.490367863
POU2F1	7.002148403
POU2F2	5.167446879
POU3F1	4.739240034
POU3F2	4.852499522
POU3F3	4.85326272
POU3F4	4.503129334
POU4F1	5.295010095
POU4F2	3.868385014
POU4F3	4.346853626
POU6F1	4.841626339
PPA1	12.03248287
PPARA	5.182325095
PPARD	8.288629528
PPARG	6.325941883
MED1	8.512108769
PPEF2	3.548923566
PPAT	8.762654867
PPBP	4.632788631
PPEF1	3.956810902
CTSA	10.07909125
PPIA	10.40895638
PPIB	11.55005246
PPIC	9.791184751
PPID	8.686021769
PPL	5.617756186
PPM1A	7.566522009
PPM1B	9.273958354
PPM1G	9.073738721
PPOX	6.514932455
PPP1CA	10.69483722
PPP1CB	10.10996599
PPP1CC	11.73929689
PPP1R1A	4.684239664
PPP1R2	7.342202398
PPP1R3A	3.556207425
PPP1R3C	8.114878302
PPP1R3D	6.784780762
PPP1R7	8.854805955
PPP1R8	9.158373745
PPP1R10	7.529152315
PPP2CA	8.465493005
PPP2CB	8.835778802
PPP2R1A	9.417429346
PPP2R1B	7.262642659
PPP2R2A	9.085708011
PPP2R2B	5.030545416
PPP2R3A	8.517372376
PTPA	8.413778765
PPP2R5A	8.394120013
PPP2R5B	7.051482656
PPP2R5C	8.2580659
PPP2R5D	7.691927425
PPP2R5E	9.749556773
PPP3CA	9.720919398
PPP3CB	8.996568256
PPP3CC	6.47270023
PPP3R1	7.34858608
PPP5C	6.901783412
PPP6C	9.157036206
PPT1	11.06489534
PPY	4.400743857
PRB1	6.421710475
PRB3	5.96102402
PRB4	5.347946142
PRCC	7.489238572
PRCP	9.452195905
PRELP	5.302686283
PREP	7.886032434
PRF1	5.689120528
SRGN	6.90167706
PRG2	4.72258624
PRIM1	9.115919989
PRIM2	6.924649283
PRKAA1	6.813033811
PRKAA2	5.92402666
PRKAB1	7.377777152
PRKAB2	7.399167909
PRKACA	5.753775383
PRKACB	8.183384451
PRKACG	5.189045587
PKIA	7.795230226
PRKAG1	8.861587724
PRKAR1A	10.62454582
PRKAR1B	6.099737523
PRKAR2A	8.456915653
PRKAR2B	5.941922535
PRKCA	8.803293222
PRKCB	4.532134176
PRKCD	7.027113771
PRKCE	6.083677808
PRKCG	5.313212616
PRKCH	6.446109414
PRKCI	8.395474372
PKN1	6.734541136
PKN2	7.687376707
PRKD1	5.989619203
PRKCQ	5.877778975
PRKCSH	8.579958997
PRKCZ	7.620345473
PRKDC	8.749734334
PRKG1	4.3717626
PRKG2	4.584737477
MAPK1	8.895474402
MAPK3	7.905323534
MAPK4	4.529484966
MAPK6	10.07705345
MAPK7	7.106471269
MAPK8	6.769760863
MAPK11	6.166724858
MAPK9	8.608600086
MAPK10	5.280060846
MAPK13	6.425132071
MAP2K1	10.29073474
MAP2K2	7.869264265
MAP2K5	6.146865211
MAP2K6	6.310205393
MAP2K7	5.713392727
EIF2AK2	8.362014649
DNAJC3	7.835162416
THAP12	9.731682723
PRKX	5.962114218
PRKY	4.832919896
PRL	4.644948154
PRLR	4.1013911
PRM1	5.346530225
PRM2	4.308767895
PRNP	10.81521229
PSPN	5.697728672
PROC	5.786338954
PROP1	5.573745888
PROS1	8.506571685
PROX1	4.773429473
PRPH	6.138470898
PRPS1	9.562153284
PRPS2	8.941106581
PRPSAP1	9.124301856
PRPSAP2	9.193854913
PRRG1	7.960497811
PRRG2	5.302380594
LGMN	9.060539766
PRSS2	5.838569218
PRSS3	7.222394717
MASP1	4.94949354
RELN	5.092346231
KLK7	5.594149729
TMPRSS15	4.930042101
PRSS8	5.791448023
KLK6	5.853393246
HTRA1	9.375857952
KLK10	4.90582841
PRTN3	4.234751092
PSAP	10.95138705
PSD	5.319507636
PSEN1	7.915486189
PSEN2	6.596582162
PSG1	4.43963187
PSG2	4.61586577
PSG3	4.61129605
PSG4	5.560163251
PSG5	5.13679708
PSG6	5.175020571
PSG7	5.601807441
PSG9	5.226425868
PSG11	4.73018059
PSKH1	6.780030871
PSMA1	11.26556631
PSMA2	9.768958192
PSMA3	8.534984212
PSMA4	11.59886819
PSMA5	9.001056929
PSMA7	10.11429463
PSMB1	10.16209573
PSMB2	9.085446615
PSMB3	11.82500992
PSMB4	10.9389667
PSMB5	11.19567596
PSMB6	11.44837793
PSMB7	9.971947931
PSMB8	8.178042693
PYY	5.067791328
PSMB9	7.61190067
PSMB10	8.740359253
PSMC1	11.65690196
PSMC2	9.427278754
PSMC3	10.42565946
PSMC4	10.57440426
PSMC5	10.99998385
PSMC6	10.73536788
PSMD1	10.7932348
PSMD2	11.78830049
PSMD3	9.146501483
PSMD4	9.950968854
PSMD5	7.517469124
PSMD7	10.46719288
PSMD8	10.6377137
PSMD9	8.478383355
PSMD10	10.19269584
PSMD11	8.917397815
PSMD12	9.983607184
PSMD13	8.784366043
PSME1	10.72497063
PSPH	7.776478251
PTAFR	5.832770057
PTBP1	8.303133327
PTCH1	5.653673883
PTEN	7.698700549
PTGDR	3.959273747
PTGDS	7.310488386
PTGER1	6.099021881
PTGER2	6.165893235
PTGER3	4.436534116
PTGER4	6.363490904
PTGFR	3.965687099
PTGIR	6.029098613
PTGIS	4.841725418
PTH	3.37566829
PTGS1	5.906192076
PTGS2	6.553201582
PTHLH	7.754751758
PTH1R	5.371406268
PTH2R	4.060005728
PTK2	8.721248589
PTK6	5.403309817
PTK7	7.328996112
TWF1	8.603100235
PTMA	11.74589333
PTMS	7.012811449
PTN	5.181060491
QSOX1	8.314348686
PTPN1	8.084224892
PTPN2	6.442685962
PTPN3	7.100080318
PTPN4	6.967565652
PTPN6	6.594778428
PTPN7	4.983137308
PTPN9	6.356354146
PTPN11	8.250836248
PTPN12	10.1467073
PTPN13	6.858808289
PTPN14	7.579990971
PTPRA	7.055615704
PTPRB	4.882175181
PTPRC	3.766070468
PTPRD	4.251417742
PTPRCAP	5.67938287
PTPRE	7.466436642
PTPRF	7.99853207
PTPRG	6.420419421
PTPRH	5.498034993
PTPRJ	6.899334569
PTPRK	10.66344707
PTPRM	7.570550953
PTPRN	4.842212996
PTPRN2	4.821090052
PTPRO	10.01999485
PTPRR	5.066883112
PTPRS	6.83949036
PTPRZ1	4.516098313
PTS	10.06181112
PTX3	5.258629072
RAD1	8.620164992
PURA	8.491878177
PVALB	4.123339004
PVR	7.3076857
NECTIN1	5.861488369
NECTIN2	7.649155279
PWP2	7.409268093
PEX19	8.137250479
ABCD3	9.128443757
ABCD4	7.149422711
PXMP2	9.106590545
PEX2	7.948938862
PXN	8.043726835
PEX5	7.960445844
PYCR1	8.327314598
ALDH18A1	9.032866563
PCYT2	6.511209948
PYGB	9.572949545
PYGL	9.745150845
PYGM	4.915836861
PZP	4.717425537
QDPR	9.198811741
RAB1A	10.40608734
RAB2A	8.735116281
RGL2	8.255885044
RAB3A	5.357529009
RAB3B	7.528608102
RAB3IL1	6.331812806
RAB5A	9.074453217
RAB5B	8.245630158
MAP4K2	6.276593997
RAB13	10.67705569
RAB27A	8.083470162
RAB27B	7.094242027
RABGGTA	6.810725094
RABGGTB	9.688760821
RABIF	8.00748533
RAB5C	8.937561226
RAC1	9.451976418
RAC2	8.101886943
RAC3	6.442568113
RAD9A	6.788056509
RAD17	7.932990184
RAD21	10.22206162
RAD23A	9.110414615
RAD23B	10.70141484
RAD51	7.641799596
RAD51C	8.640281734
RAD51B	5.010825383
MOK	7.113890496
RAD51D	6.298736557
RAD52	4.772595026
RAF1	8.356626561
RAG1	4.531979351
RAG2	3.561620694
RALA	10.80117217
RALB	9.963256872
RALGDS	7.530758209
RAN	11.33760775
RANBP1	9.900604326
RANBP2	8.026561039
RANGAP1	8.43326023
RAP1A	8.487078533
RAP1B	11.40154167
RAP1GAP	6.715736706
RAP1GDS1	8.718290663
RAP2A	9.241774987
RAP2B	8.346162202
RAPSN	4.729989355
RARA	6.924501965
RARB	5.382262993
RARG	5.837810873
RARS1	11.12819966
RARRES1	4.954195729
RARRES2	5.292035526
PLAAT4	5.998226754
RASA1	10.4484344
RASA2	7.748214978
RASGRF1	4.861732488
RB1	8.529611329
ARID4A	6.013687554
KDM5A	7.124358156
RBBP4	8.42483556
RBBP5	7.237865959
RBBP6	7.687495392
RBBP7	11.48063233
RBBP8	9.535890165
RBL1	6.163790064
RBL2	7.816258039
RBM3	8.540964548
RBMS1	9.719369914
RBMS2	7.374481819
RBP1	6.375329184
RBP4	5.464487704
RCN1	10.42344866
RCN2	9.629199276
RCVRN	4.508066879
PRPH2	4.964791644
RDX	8.193141041
RECQL	9.19147037
REL	6.714119192
REG1A	5.149916529
REG1B	4.429046803
REG1CP	4.617601539
RELA	8.409960116
RELB	6.616199174
REN	4.452968888
RENBP	5.191227997
UPF1	7.000310228
DPF2	9.077899614
REST	7.516432478
RET	5.612587279
REV3L	6.694601907
RFC1	8.395988578
RFC2	8.88868873
RFC3	7.978099904
RFC4	10.31866991
RFC5	9.665297536
RFNG	7.40767972
TRIM27	8.761980757
RFX1	6.225618674
RFX2	6.023610292
RFX3	5.582744582
RFX4	3.827518355
RFX5	8.499227697
RFXAP	5.908018279
RGR	4.896176938
RGS1	3.703166153
RGS2	8.91179879
RGS3	6.425797753
RGS4	5.76315758
RGS7	4.278878337
RGS10	7.430286812
RGS12	5.258423382
RGS13	3.45969814
RGS16	4.544380906
RHAG	4.485938177
RHD	4.94808846
RHEB	7.804181831
RHO	5.496106383
GRK1	5.058366078
RLN1	4.678077339
RIT2	3.731161079
RING1	9.337802934
RIT1	7.501334083
RLBP1	4.988986138
RLF	7.896789453
RLN2	5.617863119
RNASE1	5.70709277
RNASE2	4.140422929
RNASE3	5.482002351
RNASE4	6.466231387
RNASE6	4.000029692
RNASEL	6.209756483
RNF2	6.129649312
BRD2	8.726440014
RNF4	9.891199695
RNF5	5.446625004
RNF6	6.43590718
RNH1	8.69816488
RNPEP	9.06021095
ABCE1	9.672945877
ROBO1	8.111709187
ROCK1	7.066335969
ROM1	5.523211323
RORA	3.950345285
RORB	4.360819922
RORC	5.379785792
ROS1	4.780828541
RP2	7.500313467
RPGR	6.642077554
RPA1	8.643692082
RPA2	9.400305519
RPA3	11.42047439
RPE	8.707632155
RPE65	3.53082082
RPL3	13.0972368
RPL3L	5.137836877
RPL6	12.86679255
RPL7	9.857980478
RPL8	13.05702535
RPL9	13.33586973
RPL11	13.1146214
RPL12	13.13451733
RPL15	9.152014147
RPL18	9.834124155
RPL19	13.46301852
RPL22	10.67245965
RPL23A	13.00989361
MRPL23	9.573491274
RPL24	13.23720367
RPL27	13.41963051
RPL30	13.32479935
RPL27A	8.520851407
RPL29	12.34911534
RPL31	8.955018604
RPL32	12.94791305
RPL34	12.42143297
RPL35A	8.540844557
RPL36AL	12.03190191
RPL37	12.79235512
RPL37A	7.427809598
RPL38	10.18249857
RPL39	13.66145077
RPL41	13.38825846
RPLP0	13.39133118
RPLP1	9.44211306
RPLP2	6.086389695
MRPL12	8.947541655
MRPS12	8.445565853
RPN1	10.93985793
RPN2	11.1165673
RPS3	13.18702881
RPS4X	13.40614697
RPS4Y1	7.275374214
RPS5	13.40764985
RPS6	9.121490632
RPS6KA1	6.936853337
RPS6KA2	6.716814715
RPS6KA3	8.396707746
RPS6KB1	7.921347184
RPS6KB2	7.451036405
RPS7	12.63180801
RPS9	9.278524697
RPS10	8.311826969
RPS11	8.493510891
RPS12	13.49345475
RPS14	6.223087712
RPS15	11.58655362
RPS15A	9.346504355
RPS16	10.77749743
RPS17	13.52117428
RPS18	13.81221986
RPS19	9.983669422
RPS21	9.891183152
RPS23	9.47706873
RPS24	11.05231949
RPS25	12.93001619
RPS27	10.48065425
RPS27A	10.00840829
RPS28	7.786389547
RPS29	10.41079272
RRAD	5.996395702
RRAS	9.387561476
RRBP1	7.843352032
RREB1	7.021367227
RRM1	10.70720041
RRM2	11.3246106
RS1	4.283404789
CLIP1	6.790806201
RSU1	8.133740247
RTN1	4.623431221
RTN2	6.775652277
RXRA	7.266409223
RXRB	7.429928881
RXRG	4.56888347
RYK	8.618971988
RYR1	4.920509367
RYR2	4.235691267
RYR3	3.984690718
S100A1	5.510391359
SORT1	7.08663936
S100A2	10.30314908
S100A3	7.334998903
S100A4	8.645667141
S100A5	5.465118858
S100A6	9.762465399
S100A7	4.844163826
S100A8	4.329666496
S100A9	4.415821001
S100A10	11.70534498
S100A11	11.65682922
S100A12	4.097636799
S100A13	9.320449082
S100B	3.972805049
S100P	6.076889023
VPS52	8.951190036
SAFB	7.384093385
SAG	5.309507734
ACSM3	5.346992865
SALL2	6.233922418
SALL1	3.990669042
MAPK12	6.546001403
SARS1	8.77221882
TSPAN31	9.088077376
SAT1	11.46771396
SATB1	5.010128204
SBF1	6.98666065
MSMO1	11.18729027
SC5D	9.319817919
ATXN1	7.74021135
ATXN2	8.377830163
ATXN7	6.479725237
SERPINB3	4.219023512
SERPINB4	3.723715316
SCD	10.97086039
CLEC11A	6.196233653
SCML1	7.579573153
SCN1A	3.639164247
SCN1B	6.358349991
SCN2A	4.403598894
SCN2B	4.439338353
SCN3A	4.062698261
SCN4A	4.58596266
SCN5A	5.078680208
SCN7A	3.765621716
SCN8A	5.034480924
SCN9A	4.563118934
SCN10A	4.70928088
SCNN1A	6.856003422
SCNN1B	4.287545202
SCNN1D	4.795155119
SCNN1G	4.07509253
SCP2	9.465624024
SCT	4.853274223
SCTR	4.377446717
CCL1	4.505987967
CCL2	6.109693709
CCL4	4.580877392
CCL5	4.609404953
CCL7	4.26812614
CCL8	3.856088471
CCL11	4.336543882
CCL13	4.796891163
CCL16	4.385609813
CCL17	5.034729699
CCL18	4.501876635
CCL19	5.075627257
CCL20	6.757802983
CCL21	5.551439947
CCL22	5.423171123
CCL23	3.794671747
CCL24	5.21838616
CCL25	4.210107385
CXCL6	4.34422169
CXCL11	3.609664397
CXCL5	7.185396635
XCL1	4.358946654
CX3CL1	5.921200033
SDC1	9.838310029
SDC2	6.707079093
SDC4	10.17178
SDCBP	11.22935218
CXCL12	4.616686634
SDF2	9.120878823
SDHA	9.88068653
SDHB	8.375654838
SDHC	8.168088578
SDHD	9.23203293
SEC14L1	8.905012633
SECTM1	5.522165726
TRAPPC2	6.658361759
SEL1L	7.286531026
SELE	3.80449517
SELL	4.794797681
SELP	4.956523627
SELPLG	5.957565019
SEMA3F	6.720978781
SEMG1	3.859651684
SEMG2	3.66369713
SELENOP	4.043819725
SELENOW	10.37007855
MAP2K4	8.099061344
SET	11.40604855
SETMAR	6.650140896
SFPQ	8.198514225
SFRP1	5.862009056
SFRP4	4.564970927
SFRP5	4.963432758
SRSF1	8.994793155
SRSF3	9.076464316
SRSF4	8.95241072
SRSF5	8.403579312
SRSF6	8.669443134
SRSF7	9.973406166
SFSWAP	7.071179005
TRA2B	10.05708857
SFTPB	5.861031929
SFTPC	5.833209705
SFTPD	4.636824695
SGCA	5.132553988
SGCB	9.219071406
SGCD	4.945641888
SGCG	4.090343017
SGK1	10.82775405
SCG5	9.081042333
SGSH	7.399137581
SGTA	7.904380302
SH3BGR	5.731477878
SH3BGRL	9.588229647
SH3BP2	5.446441573
ITSN1	5.731048172
SH3GL1	8.528185392
SH3GL2	3.776228942
SH3GL3	5.549815301
SHB	7.770309027
SHBG	5.650283876
SHC1	9.603130466
FBXW4	7.872958311
SHH	5.27022252
SHMT1	5.008086304
SHMT2	9.304608741
SHOX	4.791212015
SHOX2	6.190068638
SI	3.53960903
SIAH1	8.468205259
SIAH2	7.995330977
ST6GAL1	6.78276067
ST3GAL1	6.876177278
ST3GAL2	6.831719936
ST3GAL4	6.10995519
ST8SIA1	3.632647504
PMEL	5.47506666
STIL	9.152344556
SIM1	4.279154449
SIM2	5.568047836
SIPA1	6.914818497
SIX1	6.967715572
SIX3	4.889280627
SKI	7.848265604
SKIL	8.307000842
SKIC2	8.165520296
SKP1	10.51634068
SKP2	7.253068774
SLA	5.546908763
SLAMF1	4.794969481
SLC1A1	6.012796411
SLC1A2	4.087631459
SLC1A3	4.995974792
SLC4A3	5.810636185
SLC1A4	6.74203735
SLC1A5	8.305354781
SLC1A6	4.61144711
SLC1A7	5.166397615
SLC2A1	7.630547952
SLC2A2	3.790711795
SLC2A3	6.695539538
SLC2A4	4.282293979
SLC2A5	5.149370364
SLC3A1	5.194953967
SLC3A2	9.529068045
SLC4A1	5.271390158
SLC4A2	8.028966925
SLC5A1	5.057224615
SLC5A2	6.265967253
SMTN	8.205889917
SLC5A3	8.010838501
SLC5A4	4.112043063
SLC5A5	6.240931741
SLC6A1	3.751228919
SLC6A2	4.534282445
SLC6A3	5.744056712
SLC6A4	4.224153113
SLC6A6	7.310056805
SLC6A7	5.569189787
SLC6A8	7.435873935
SLC6A9	4.515683986
SLC6A11	4.846619874
SLC6A12	4.536050264
SLC6A13	5.117896236
SLC7A1	7.632361906
SLC7A2	5.59704621
SLC8A2	5.150865828
SLC7A4	4.806211023
SLC8A1	5.381820015
SLC9A1	7.530189499
SLC9A2	4.676024231
SLC9A3	4.842272064
SLC9A5	5.619115206
SLC10A1	4.689278524
SLC10A2	4.084106137
SLC11A1	5.629219044
SLC12A1	4.452342914
SLC12A2	7.861241206
SLC12A3	4.572665659
SLC12A4	6.801499845
SLC13A1	3.505074547
SLC14A1	3.712451325
SLC15A1	4.444915492
SLC15A2	4.53786009
SLC16A1	7.703716654
SLC16A2	7.667220835
SLC17A1	3.762433103
SLC34A1	4.752871161
SLC18A1	4.125917854
SLC18A2	4.441887394
SLC18A3	4.66267757
SLC19A1	5.078358241
SLC20A1	10.29001739
SLC20A2	6.197097275
SLC25A1	8.537810914
SLCO2A1	7.687670092
SLCO1A2	3.952164255
SLC22A1	4.993140602
SLC22A3	6.06218232
SLC22A2	4.710015506
SLC22A4	7.587143863
SLC22A5	7.527146572
SLIT1	5.313696797
SLIT3	6.08800139
SLN	7.025565888
SLPI	6.558490895
SNAI2	9.693835951
SMARCA1	7.247388572
SMARCA2	6.173219207
HLTF	9.585279645
SMARCA4	7.188102902
SMARCB1	7.808071111
SMARCC1	8.259793202
SMARCC2	7.725863798
SMARCD1	7.248292919
SMARCD2	7.630745038
SMARCD3	6.239543251
SMARCE1	8.940107924
SMO	5.88502764
SMPD1	6.855465227
SMPD2	6.764669048
SMS	11.36021465
SUMO3	9.883279143
SIGLEC1	4.982133367
SNAI1	6.449798216
SNAP25	5.73803927
SNAPC1	8.88988251
SNAPC2	6.711207338
SNAPC3	6.942240283
SNCB	5.469798887
SNAPC4	7.26251568
SNCA	6.113876138
SNCG	5.784718362
FSCN1	9.263971123
SNRNP70	8.324234963
SNRPA	9.695098387
SNRPA1	9.589300384
SNRPB	11.80771501
SNRPB2	8.714875064
SNRPC	10.44667514
SNRPD1	9.791849531
SNRPD2	12.71124497
SNRPD3	10.79534655
SNRPE	8.515672997
SNRPF	11.23119828
SNRPG	12.54790622
SNTA1	7.125654142
SNTB1	4.812827541
SNX1	7.937565517
SNX2	9.068057482
SNTB2	6.950669978
SOAT1	8.175660767
SOD1	12.20991229
SOD3	6.039314945
CAPN15	5.874373004
SON	8.645014246
SORD	7.71263687
SORL1	6.757013815
SOS1	6.603314295
SOX1	5.201510918
SOX2	5.660841036
SOX3	5.436091711
SOX4	10.46875215
SOX5	4.452658454
SOX9	7.941130604
SOX10	5.521582539
SOX11	4.184787449
SOX15	6.471681127
SOX12	5.92584205
SP1	6.352228978
SP2	6.350886503
SP3	7.963106824
SP4	6.699181155
SP100	7.739394772
SPAG1	7.565237997
UAP1	10.57629333
SPAG4	6.82053496
SPAM1	3.894588576
SPARC	9.556935781
SPAST	7.659517955
SPI1	4.517609045
SPIB	4.747686069
SPINK1	4.391608242
SPINK2	4.880540479
SPINT1	6.588517843
SPN	5.391175325
SPP2	4.987713799
SPOCK1	9.544799629
SPP1	8.065619847
SPR	8.770432455
SPRR1A	4.973569341
SPRR1B	4.396431017
SPRR2C	3.989733274
SPRR3	4.876756805
SPTA1	4.104228422
SPTAN1	7.605787953
SPTB	6.042986796
SPTBN1	7.043895735
SPTBN2	5.395920123
SQLE	9.133682651
SRC	7.546228046
SRD5A1	7.63609326
SRD5A2	5.006644095
SRI	8.022166087
AKR1D1	4.282292225
SREBF1	7.377325194
SREBF2	6.725444509
SRF	7.155201884
SRM	9.790256222
SRP9	12.07646972
SRP14	12.1256686
SRP19	10.76621988
SRP54	9.702070046
SRP72	9.10130513
SRPK1	8.374104642
SRPK2	8.021074295
SRPRA	8.264687489
SRY	4.131033948
TRIM21	6.934683872
RO60	7.892889798
SSB	9.575310097
SSBP1	8.345077433
ITPRID2	8.317278327
SSR1	9.599769623
SSR2	11.13976259
SSR3	9.706014281
SSR4	11.6476539
SSRP1	9.730424223
SST	4.577608516
SSTR1	3.815714091
SSTR2	4.614730199
SSTR3	6.09109482
SSTR4	4.953052577
SSTR5	5.144471015
SSX1	4.520666352
SS18	8.485334821
DENND2B	7.5742551
ST13	10.02407433
ST14	5.025700818
STAC	7.174139958
STAR	4.39008664
STAT1	8.552053219
STAT2	7.803178315
STAT3	9.232598971
STAT4	5.571507056
STAT5A	6.225236071
STAT5B	6.922434762
STAT6	8.501844332
STATH	3.790895506
STAU1	9.947597468
STC1	6.568250478
HSPA13	9.49294613
SULT1E1	3.70734702
ELOVL4	5.563114555
STIM1	5.804896244
NEK4	7.562745344
STK3	8.14493461
STK4	6.922535578
AURKA	10.58702193
CDKL5	4.732332923
STK10	6.961593754
STK11	6.886140401
AURKC	5.504633964
SULT1A2	6.859683384
STRN	6.457751528
STX1A	7.335300778
STX3	7.78347516
STX4	9.13936891
STX5	6.689789566
STXBP1	8.713040472
STXBP2	7.210245604
STXBP3	7.744393023
SULT1A1	7.019122607
SULT1C2	4.23662501
SULT2B1	5.449251033
SUOX	6.653081962
SULT2A1	4.008023199
SUPT4H1	9.731397414
SUPT5H	8.380988561
SUPT6H	6.330698607
SUPV3L1	8.107455897
ABCC8	5.1533091
SURF1	9.819321842
SURF2	7.634397149
MED22	6.947400515
SUV39H1	7.954130936
SVIL	7.810816455
VAMP1	6.38420817
VAMP2	6.103675988
VAMP7	10.4424591
SYCP1	3.854106535
SYK	4.979774749
SYN1	5.731523711
SYN2	4.620485933
SYP	5.482924431
SYPL1	9.852101665
SYT1	8.074450963
SYT5	4.621532608
TBXT	6.03171196
TAC1	3.665341005
TACR2	5.429434252
TAC3	5.628168931
TACC1	7.551415335
ADAM17	8.029529314
TACR1	4.443098503
TACR3	4.53197089
TADA2A	6.009814724
TAF1	6.64113285
TAF2	8.204247383
TAF4	6.390417841
TAF4B	6.24904762
TAGLN	9.450078967
TAF5	7.505547385
TAF6	8.593613621
TAF7	10.29526738
TAF10	8.945551444
TAF11	8.298342948
TAF12	8.537012035
TAF13	8.024276966
MAP3K7	8.312757013
TAL1	5.061974837
TALDO1	11.67883419
TAP1	7.879275768
TAP2	6.414529833
TAPBP	7.193353448
TARBP1	7.476333144
TARBP2	8.516127216
TARS1	9.00094323
TAT	4.791636358
TBX1	5.415978717
CNTN2	5.299387947
TAFAZZIN	6.824786157
TBCA	11.87283399
TBCC	8.606459454
TBCD	7.226702564
TBCE	8.764683898
SERPINA7	4.382307813
TBL1X	7.377358848
TBP	8.41459721
TBX2	5.43569837
TBX5	4.322968731
TBX6	4.539388086
TBXA2R	6.187792018
TBXAS1	5.266373782
TCEA1	9.802876022
TCEA2	6.675242277
ELOC	9.73588027
ELOB	8.754548738
ELOA	7.642192937
TCF4	7.052272281
TBX3	7.317432845
HNF1A	5.369222029
HNF1B	6.542354105
TCF3	7.745839898
TCF7	7.18898389
TCF7L2	7.930065305
GCFC2	6.95187375
TCF12	9.140934685
TCF15	5.353037791
ZNF354A	7.466639412
TCF20	7.284162216
TCF21	4.55549995
VPS72	9.105282719
MLX	8.385857874
TCN1	5.113132737
TCN2	6.020765408
TCOF1	7.131579355
TCP10L3	4.937170608
TCP11	4.422716391
TCTA	7.137103727
DYNLT3	10.37676043
PPP1R11	8.760102074
DYNLT1	11.51064885
TDG	9.760386146
TDO2	3.910963116
PRDX2	8.033655402
TEAD1	7.395853089
TEAD4	7.412218558
TEAD3	6.446830398
TEC	5.17897618
TECTA	4.674007863
TEF	5.381644427
TMBIM6	11.74218749
TEK	4.409151816
TEP1	6.344552702
TERF1	8.662450476
TERF2	7.239539481
TERT	5.174691175
TESK1	7.719989158
TF	4.677240764
TFAM	7.689235965
TFAP2A	7.836079324
TFAP2B	4.096667225
