set_name,Doxorubicin,Fulvestrant,Gemcitabine,Paclitaxel,Zoledronic Acid,Palbociclib
Prednisone ADME,0.03333333333333333,0.0,0.0,0.03333333333333333,0.0,0.0
Prefoldin Mediated Transfer of Substrate to CCT TriC,0.0,0.0,0.0,0.17073170731707318,0.0,0.0
Pregnenolone Biosynthesis,0.0,0.0,0.0,0.0,0.0,0.0
Presynaptic Depolarization and Calcium Channel Opening,0.0,0.0,0.0,0.0,0.0,0.0
Presynaptic Function of Kainate Receptors,0.0,0.0,0.0,0.0,0.0,0.0
Presynaptic Nicotinic Acetylcholine Receptors,0.0,0.0,0.0,0.0,0.0,0.0
Presynaptic Phase of Homologous DNA Pairing and Strand Exchange,0.0,0.0,0.0,0.0,0.0,0.0
Prevention of Phagosomal-Lysosomal Fusion,0.0,0.0,0.0,0.0,0.0,0.0
Processing and Activation of SUMO,0.0,0.0,0.0,0.0,0.0,0.0
Processing of Capped Intron-Containing Pre-mRNA,0.0,0.0,0.0,0.0,0.0,0.0
Processing of Capped Intronless Pre-mRNA,0.0,0.0,0.0,0.0,0.0,0.0
Processing of DNA Double-Strand Break Ends,0.0,0.0,0.0,0.0,0.0,0.022727272727272728
Processing of Intronless Pre-mRNAs,0.0,0.0,0.0,0.0,0.0,0.0
Processing of SMDT1,0.0,0.0,0.0,0.0,0.0,0.0
Processive Synthesis on the C-strand of the Telomere,0.0,0.0,0.038461538461538464,0.0,0.0,0.0
Processive Synthesis on the Lagging Strand,0.0,0.0,0.09523809523809523,0.0,0.0,0.0
Programmed Cell Death,0.0045045045045045045,0.0,0.0,0.0,0.0,0.0
Prolactin Receptor Signaling,0.0,0.0,0.0,0.0,0.0,0.0
Prolonged ERK Activation Events,0.0,0.0,0.0,0.0,0.0,0.0
Propionyl-CoA Catabolism,0.0,0.0,0.0,0.0,0.0,0.0
Prostacyclin Signalling Through Prostacyclin Receptor,0.0,0.0,0.0,0.0,0.0,0.0
Prostanoid Ligand Receptors,0.0,0.0,0.0,0.0,0.0,0.0
Proteasome Assembly,0.0,0.0,0.0,0.0,0.0,0.0
Protein Folding,0.0,0.0,0.0,0.06306306306306306,0.0,0.0
Protein Hydroxylation,0.0,0.0,0.0,0.0,0.0,0.0
Protein Lipoylation,0.0,0.0,0.0,0.0,0.0,0.0
Protein Localization,0.0,0.005847953216374269,0.0,0.0,0.0,0.0
Protein Methylation,0.0,0.0,0.0,0.0,0.0,0.0
Protein Repair,0.0,0.0,0.0,0.0,0.0,0.0
Protein Ubiquitination,0.0,0.0,0.0,0.0,0.0,0.0
Protein-protein Interactions at Synapses,0.0,0.0,0.0,0.0,0.0,0.0
Proton-coupled Monocarboxylate Transport,0.0,0.0,0.0,0.0,0.0,0.0
Purine Catabolism,0.0,0.0,0.0,0.0,0.0,0.0
Purine Ribonucleoside Monophosphate Biosynthesis,0.0,0.0,0.0,0.0,0.0,0.0
Purine Salvage,0.0,0.0,0.05,0.0,0.0,0.0
Purinergic Signaling in Leishmaniasis Infection,0.02127659574468085,0.0,0.0,0.0,0.0,0.0
Pyrimidine Catabolism,0.0,0.0,0.0,0.0,0.0,0.0
Pyrimidine Salvage,0.0,0.0,0.05555555555555555,0.0,0.0,0.0
Pyroptosis,0.02127659574468085,0.0,0.0,0.0,0.0,0.0
Pyruvate Metabolism,0.0,0.0,0.0,0.0,0.0,0.0
RA Biosynthesis Pathway,0.0,0.0,0.0,0.0,0.0,0.0
RAB GEFs Exchange GTP for GDP on RABs,0.0,0.0,0.0,0.0,0.0,0.0
RAB Geranylgeranylation,0.0,0.0,0.0,0.0,0.0,0.0
RAC1 GTPase Cycle,0.0,0.0,0.0,0.0,0.0,0.0
RAC2 GTPase Cycle,0.0,0.0,0.0,0.0,0.0,0.0
RAC3 GTPase Cycle,0.0,0.0,0.0,0.0,0.0,0.0
RAF Activation,0.0,0.0,0.0,0.0,0.0,0.0
RAF-independent MAPK1 3 Activation,0.0,0.0,0.0,0.0,0.0,0.0
RAF MAP Kinase Cascade,0.007042253521126761,0.0,0.0,0.007042253521126761,0.0,0.007326007326007326
RAS Processing,0.0,0.0,0.0,0.0,0.0,0.0
RAS Signaling Downstream of NF1 Loss-Of-Function Variants,0.0,0.0,0.0,0.0,0.0,0.0
RET Signaling,0.0,0.0,0.0,0.0,0.0,0.0
RHO GTPase Effectors,0.0,0.0,0.0,0.02631578947368421,0.0,0.0
RHO GTPase Cycle,0.002127659574468085,0.0,0.0,0.0,0.0,0.0
RHO GTPases Activate Formins,0.0,0.0,0.0,0.05263157894736842,0.0,0.0
RHO GTPases Activate NADPH Oxidases,0.0,0.0,0.0,0.0,0.0,0.0
RHO GTPases Activate ROCKs,0.0,0.0,0.0,0.0,0.0,0.0
RHO GTPases Activate Rhotekin and Rhophilins,0.0,0.0,0.0,0.0,0.0,0.0
RHO GTPases Activate WASPs and WAVEs,0.0,0.0,0.0,0.0,0.0,0.0
RHO GTPases Activate CIT,0.0,0.0,0.0,0.0,0.0,0.0
RHO GTPases Activate IQGAPs,0.0,0.0,0.0,0.18181818181818182,0.0,0.0
RHO GTPases Activate KTN1,0.0,0.0,0.0,0.0,0.0,0.0
RHO GTPases Activate PAKs,0.0,0.0,0.0,0.0,0.0,0.0
RHO GTPases Activate PKNs,0.0,0.0,0.0,0.0,0.0,0.0
RHOA GTPase Cycle,0.0,0.0,0.0,0.0,0.0,0.0
RHOB GTPase Cycle,0.0,0.0,0.0,0.0,0.0,0.0
RHOBTB GTPase Cycle,0.0,0.0,0.0,0.0,0.0,0.0
RHOBTB1 GTPase Cycle,0.0,0.0,0.0,0.0,0.0,0.0
RHOBTB2 GTPase Cycle,0.0,0.0,0.0,0.0,0.0,0.0
RHOBTB3 ATPase Cycle,0.0,0.0,0.0,0.0,0.0,0.0
RHOC GTPase Cycle,0.0,0.0,0.0,0.0,0.0,0.0
RHOD GTPase Cycle,0.0,0.0,0.0,0.0,0.0,0.0
RHOF GTPase Cycle,0.0,0.0,0.0,0.0,0.0,0.0
RHOG GTPase Cycle,0.0,0.0,0.0,0.0,0.0,0.0
RHOH GTPase Cycle,0.017543859649122806,0.0,0.0,0.0,0.0,0.0
RHOJ GTPase Cycle,0.0,0.0,0.0,0.0,0.0,0.0
RHOQ GTPase Cycle,0.0,0.0,0.0,0.0,0.0,0.0
RHOT1 GTPase Cycle,0.0,0.0,0.0,0.0,0.0,0.0
RHOT2 GTPase Cycle,0.0,0.0,0.0,0.0,0.0,0.0
RHOU GTPase Cycle,0.0,0.0,0.0,0.0,0.0,0.0
RHOV GTPase Cycle,0.0,0.0,0.0,0.0,0.0,0.0
RIP-mediated NFkB Activation via ZBP1,0.0,0.0,0.0,0.0,0.0,0.0
RIPK1-mediated Regulated Necrosis,0.0,0.0,0.0,0.0,0.0,0.0
RMTs Methylate Histone Arginines,0.0,0.0,0.0,0.0,0.0,0.03571428571428571
RNA Pol II CTD Phosphorylation and Interaction With CE,0.0,0.0,0.0,0.0,0.0,0.0
RNA Pol II CTD Phosphorylation and Interaction With CE During HIV Infection,0.0,0.0,0.0,0.0,0.0,0.0
RNA Polymerase I Promoter Clearance,0.0,0.0,0.0,0.0,0.0,0.0
RNA Polymerase I Promoter Escape,0.0,0.0,0.0,0.0,0.0,0.0
RNA Polymerase I Promoter Opening,0.0,0.0,0.0,0.0,0.0,0.0
RNA Polymerase I Transcription,0.0,0.0,0.0,0.0,0.0,0.0
RNA Polymerase I Transcription Initiation,0.0,0.0,0.0,0.0,0.0,0.0
RNA Polymerase I Transcription Termination,0.0,0.0,0.0,0.0,0.0,0.0
RNA Polymerase II HIV Promoter Escape,0.0,0.0,0.0,0.0,0.0,0.0
RNA Polymerase II Pre-transcription Events,0.0,0.0,0.0,0.0,0.0,0.011111111111111112
RNA Polymerase II Promoter Escape,0.0,0.0,0.0,0.0,0.0,0.0
RNA Polymerase II Transcription,0.0021770682148040637,0.004405286343612335,0.000731528895391368,0.0014503263234227702,0.0,0.004398826979472141
RNA Polymerase II Transcription Elongation,0.0,0.0,0.0,0.0,0.0,0.014925373134328358
RNA Polymerase II Transcription Initiation,0.0,0.0,0.0,0.0,0.0,0.0
RNA Polymerase II Transcription Initiation And Promoter Clearance,0.0,0.0,0.0,0.0,0.0,0.0
RNA Polymerase II Transcription Pre-Initiation And Promoter Opening,0.0,0.0,0.0,0.0,0.0,0.0
RNA Polymerase II Transcription Termination,0.0,0.0,0.0,0.0,0.0,0.0
RNA Polymerase III Abortive And Retractive Initiation,0.0,0.0,0.0,0.0,0.0,0.0
RNA Polymerase III Chain Elongation,0.0,0.0,0.0,0.0,0.0,0.0
RNA Polymerase III Transcription,0.0,0.0,0.0,0.0,0.0,0.0
RNA Polymerase III Transcription Initiation,0.0,0.0,0.0,0.0,0.0,0.0
RNA Polymerase III Transcription Initiation From Type 1 Promoter,0.0,0.0,0.0,0.0,0.0,0.0
RNA Polymerase III Transcription Initiation From Type 2 Promoter,0.0,0.0,0.0,0.0,0.0,0.0
RNA Polymerase III Transcription Initiation From Type 3 Promoter,0.0,0.0,0.0,0.0,0.0,0.0
RNA Polymerase III Transcription Termination,0.0,0.0,0.0,0.0,0.0,0.0
RNA Polymerase II Transcribes snRNA Genes,0.0,0.0,0.0,0.0,0.0,0.011111111111111112
RND1 GTPase Cycle,0.0,0.0,0.0,0.0,0.0,0.0
RND2 GTPase Cycle,0.0,0.0,0.0,0.0,0.0,0.0
RND3 GTPase Cycle,0.0,0.0,0.0,0.0,0.0,0.0
ROBO Receptors Bind AKAP5,0.0,0.0,0.0,0.0,0.0,0.0
RORA Activates Gene Expression,0.0,0.0,0.0,0.0,0.0,0.0
ROS and RNS Production in Phagocytes,0.0,0.0,0.0,0.0,0.0,0.0
RSK Activation,0.0,0.0,0.0,0.0,0.0,0.0625
RSV-host Interactions,0.0,0.0,0.0,0.0,0.0,0.0
RUNX1 and FOXP3 Control the Development of Regulatory T Lymphocytes (Tregs),0.0,0.0,0.0,0.0,0.0,0.0
RUNX1 Interacts With Co-Factors Whose Precise Effect on RUNX1 Targets Is Not Known,0.0,0.0,0.0,0.0,0.0,0.0
RUNX1 Regulates Estrogen Receptor Mediated Transcription,0.0,0.07692307692307693,0.0,0.0,0.0,0.0
RUNX1 Regulates Expression of Components of Tight Junctions,0.0,0.0,0.0,0.0,0.0,0.0
RUNX1 Regulates Genes Involved in Megakaryocyte Differentiation and Platelet Function,0.0,0.0,0.0,0.0,0.0,0.0
RUNX1 Regulates Transcription of Genes Involved in BCR Signaling,0.0,0.0,0.0,0.0,0.0,0.0
RUNX1 Regulates Transcription of Genes Involved in WNT Signaling,0.0,0.07692307692307693,0.0,0.0,0.0,0.0
RUNX1 Regulates Transcription of Genes Involved in Differentiation of HSCs,0.0,0.0,0.0,0.0,0.0,0.0
RUNX1 Regulates Transcription of Genes Involved in Differentiation of Keratinocytes,0.0,0.0,0.0,0.0,0.0,0.0
RUNX1 Regulates Transcription of Genes Involved in Differentiation of Myeloid Cells,0.0,0.0,0.0,0.0,0.0,0.0
RUNX1 Regulates Transcription of Genes Involved in Interleukin Signaling,0.0,0.0,0.0,0.0,0.0,0.0
RUNX2 Regulates Bone Development,0.0,0.0,0.0,0.0,0.0,0.0
RUNX2 Regulates Chondrocyte Maturation,0.0,0.0,0.0,0.0,0.0,0.0
RUNX2 Regulates Genes Involved in Cell Migration,0.0,0.0,0.0,0.0,0.0,0.0
RUNX2 Regulates Osteoblast Differentiation,0.0,0.0,0.0,0.0,0.0,0.0
RUNX3 Regulates Immune Response and Cell Migration,0.0,0.0,0.0,0.0,0.0,0.0
RUNX3 Regulates BCL2L11 (BIM) Transcription,0.0,0.0,0.0,0.0,0.0,0.0
RUNX3 Regulates CDKN1A Transcription,0.0,0.0,0.0,0.0,0.0,0.0
RUNX3 Regulates NOTCH Signaling,0.0,0.0,0.0,0.0,0.0,0.0
RUNX3 Regulates WNT Signaling,0.0,0.0,0.0,0.0,0.0,0.058823529411764705
RUNX3 Regulates YAP1-mediated Transcription,0.0,0.0,0.0,0.0,0.0,0.0
RUNX3 Regulates p14-ARF,0.0,0.0,0.0,0.0,0.0,0.05263157894736842
Rab Regulation of Trafficking,0.0,0.0,0.0,0.0,0.0,0.0
Rap1 Signalling,0.0,0.0,0.0,0.0,0.0,0.0
Ras Activation Upon Ca2+ Influx Through NMDA Receptor,0.0,0.0,0.0,0.0,0.0,0.0
Reactions Specific to the Complex N-glycan Synthesis Pathway,0.0,0.0,0.0,0.0,0.0,0.0
Receptor Mediated Mitophagy,0.0,0.0,0.0,0.0,0.0,0.0
Receptor-type Tyrosine-Protein Phosphatases,0.0,0.0,0.0,0.0,0.0,0.0
Recognition and Association of DNA Glycosylase With Site Containing an Affected Purine,0.0,0.0,0.0,0.0,0.0,0.0
Recognition and Association of DNA Glycosylase With Site Containing an Affected Pyrimidine,0.0,0.0,0.0,0.0,0.0,0.0
Recognition of DNA Damage by PCNA-containing Replication Complex,0.0,0.0,0.05555555555555555,0.0,0.0,0.0
Recruitment and ATM-med Phosphorylation of Repair and Signaling Proteins at DNA Double Strand Breaks,0.0,0.0,0.0,0.0,0.0,0.0
Recruitment of NuMA to Mitotic Centrosomes,0.0,0.0,0.0,0.08490566037735849,0.0,0.0
Recruitment of Mitotic Centrosome Proteins and Complexes,0.0,0.0,0.0,0.030303030303030304,0.0,0.0
Recycling of Bile Acids and Salts,0.0,0.04,0.0,0.02631578947368421,0.0,0.0
Recycling of eIF2 GDP,0.0,0.0,0.0,0.0,0.0,0.0
Recycling Pathway of L1,0.0,0.0,0.0,0.13114754098360656,0.0,0.017543859649122806
Reduction of Cytosolic Ca++ Levels,0.0,0.0,0.0,0.0,0.0,0.0
Reelin Signalling Pathway,0.04,0.0,0.0,0.04,0.0,0.0
Regulated Necrosis,0.012345679012345678,0.0,0.0,0.0,0.0,0.0
Regulated Proteolysis of p75NTR,0.0,0.0,0.0,0.0,0.0,0.0
Regulation by c-FLIP,0.0,0.0,0.0,0.0,0.0,0.0
Regulation of APC C Activators Between G1 S and Early Anaphase,0.0,0.0,0.0,0.0,0.0,0.02631578947368421
Regulation of Apoptosis,0.0,0.0,0.0,0.0,0.0,0.0
Regulation of BACH1 Activity,0.0,0.0,0.0,0.0,0.0,0.0
Regulation of CDH11 Expression and Function,0.0,0.0,0.0,0.0,0.0,0.0
Regulation of CDH11 Function,0.0,0.0,0.0,0.0,0.0,0.0
Regulation of CDH11 Gene Transcription,0.0,0.0,0.0,0.0,0.0,0.0
Regulation of CDH11 mRNA Translation by microRNAs,0.0,0.0,0.0,0.0,0.0,0.0
Regulation of CDH19 Expression and Function,0.0,0.0,0.0,0.0,0.0,0.0
Regulation of Complement Cascade,0.0,0.0,0.0,0.0,0.0,0.0
Regulation of Expression and Function of Type II Classical Cadherins,0.0,0.0,0.0,0.0,0.0,0.0
Regulation of FOXO Transcriptional Activity by Acetylation,0.0,0.0,0.0,0.0,0.0,0.0
Regulation of FZD by Ubiquitination,0.0,0.0,0.0,0.0,0.0,0.0
Regulation of Glucokinase by Glucokinase Regulatory Protein,0.0,0.0,0.0,0.0,0.0,0.0
Regulation of HMOX1 Expression and Activity,0.0,0.0,0.0,0.0,0.0,0.0
Regulation of HSF1-mediated Heat Shock Response,0.0,0.0,0.0,0.0,0.0,0.0
Regulation of Homotypic Cell-Cell Adhesion,0.0,0.0,0.0,0.0,0.0,0.0
Regulation of IFNA IFNB Signaling,0.0,0.0,0.0,0.0,0.0,0.0
Regulation of IFNG Signaling,0.0,0.0,0.0,0.0,0.0,0.0
Regulation of IGF Transport and Uptake by Insulin-like Growth Factor Binding Proteins (IGFBPs),0.006944444444444444,0.0,0.0,0.0,0.007462686567164179,0.0
Regulation of KIT Signaling,0.05714285714285714,0.0,0.0,0.027777777777777776,0.0,0.0
Regulation of MECP2 Expression and Activity,0.0,0.0,0.0,0.0,0.0,0.0
Regulation of MITF-M-dependent Genes Involved in Apoptosis,0.0,0.0,0.0,0.0,0.0,0.0
Regulation of MITF-M-dependent Genes Involved in Cell Cycle and Proliferation,0.0,0.0,0.0,0.0,0.0,0.08
Regulation of MITF-M-dependent Genes Involved in Lysosome Biogenesis and Autophagy,0.0,0.0,0.0,0.0,0.0,0.0
Regulation of MITF-M-dependent Genes Involved in Pigmentation,0.0,0.0,0.0,0.0,0.0,0.0
Regulation of NF-kappa B Signaling,0.0,0.0,0.0,0.0,0.0,0.0
Regulation of NFE2L2 Gene Expression,0.0,0.0,0.0,0.0,0.0,0.0
Regulation of NPAS4 Gene Expression,0.0,0.0,0.0,0.0,0.0,0.0
Regulation of NPAS4 Gene Transcription,0.0,0.0,0.0,0.0,0.0,0.0
Regulation of NPAS4 mRNA Translation,0.0,0.0,0.0,0.0,0.0,0.0
Regulation of PLK1 Activity at G2 M Transition,0.009345794392523364,0.0,0.0,0.02857142857142857,0.0,0.0
Regulation of PTEN Gene Transcription,0.0,0.0,0.0,0.0,0.0,0.0
Regulation of PTEN Localization,0.0,0.0,0.0,0.0,0.0,0.0
Regulation of PTEN mRNA Translation,0.0,0.0,0.0,0.0,0.0,0.0
Regulation of PTEN Stability and Activity,0.0,0.0,0.0,0.0,0.0,0.0
Regulation of RAS by GAPs,0.0,0.0,0.0,0.0,0.0,0.0
Regulation of RUNX1 Expression and Activity,0.0,0.0,0.0,0.0,0.0,0.05714285714285714
Regulation of RUNX2 Expression and Activity,0.0,0.03076923076923077,0.0,0.0,0.0,0.0
Regulation of RUNX3 Expression and Activity,0.0,0.0,0.0,0.0,0.0,0.0
"Regulation of TBK1, IKKε (IKBKE)-mediated Activation of IRF3, IRF7",0.0,0.0,0.0,0.0,0.0,0.0
"Regulation of TBK1, IKKε-mediated Activation of IRF3, IRF7 Upon TLR3 Ligation",0.0,0.0,0.0,0.0,0.0,0.0
Regulation of TLR by Endogenous Ligand,0.0,0.0,0.0,0.0,0.0,0.0
Regulation of TNFR1 Signaling,0.0,0.0,0.0,0.0,0.0,0.0
Regulation of TP53 Activity,0.005555555555555556,0.0,0.0,0.0,0.0,0.011904761904761904
Regulation of TP53 Activity Through Acetylation,0.0,0.0,0.0,0.0,0.0,0.0
Regulation of TP53 Activity Through Association With Co-factors,0.0,0.0,0.0,0.0,0.0,0.0
Regulation of TP53 Activity Through Methylation,0.0,0.0,0.0,0.0,0.0,0.0
Regulation of TP53 Activity Through Phosphorylation,0.008928571428571428,0.0,0.0,0.0,0.0,0.02
Regulation of TP53 Degradation,0.0,0.0,0.0,0.0,0.0,0.045454545454545456
Regulation of TP53 Expression and Degradation,0.0,0.0,0.0,0.0,0.0,0.044444444444444446
Regulation of Actin Dynamics for Phagocytic Cup Formation,0.0,0.0,0.0,0.0,0.0,0.0
Regulation of Activated PAK-2p34 by Proteasome Mediated Degradation,0.0,0.0,0.0,0.0,0.0,0.0
Regulation of Beta-Cell Development,0.0,0.0,0.0,0.0,0.0,0.0
Regulation of Cholesterol Biosynthesis by SREBP (SREBF),0.0,0.0,0.0,0.0,0.03076923076923077,0.0
Regulation of Commissural Axon Pathfinding by SLIT and ROBO,0.0,0.0,0.0,0.0,0.0,0.0
Regulation of Cytoskeletal Remodeling and Cell Spreading by IPP Complex Components,0.0,0.0,0.0,0.0,0.0,0.0
Regulation of Endogenous Retroelements,0.0,0.0,0.0,0.0,0.0,0.0
Regulation of Endogenous Retroelements by KRAB-ZFP Proteins,0.0,0.0,0.0,0.0,0.0,0.0
Regulation of Endogenous Retroelements by Piwi-interacting RNAs (piRNAs),0.0,0.0,0.0,0.0,0.0,0.0
Regulation of Endogenous Retroelements by the Human Silencing Hub (HUSH) Complex,0.0,0.0,0.0,0.0,0.0,0.0
Regulation of Expression of SLITs and ROBOs,0.0,0.0,0.0,0.0,0.0,0.0
Regulation of Gene Expression by Hypoxia-inducible Factor,0.0,0.0,0.0,0.0,0.047619047619047616,0.0
Regulation of Gene Expression in Beta Cells,0.0,0.0,0.0,0.0,0.0,0.0
Regulation of Gene Expression in Early Pancreatic Precursor Cells,0.0,0.0,0.0,0.0,0.0,0.0
Regulation of Gene Expression in Endocrine-Committed (NEUROG3+) Progenitor Cells,0.0,0.0,0.0,0.0,0.0,0.0
Regulation of Gene Expression in Late Stage (Branching Morphogenesis) Pancreatic Bud Precursor Cells,0.0,0.0,0.0,0.0,0.0,0.0
"Regulation of Glycolysis by Fructose 2,6-Bisphosphate Metabolism",0.0,0.0,0.0,0.0,0.0,0.0
Regulation of Innate Immune Responses to Cytosolic DNA,0.0,0.0,0.0,0.0,0.0,0.0
Regulation of Insulin Secretion,0.0,0.0,0.0,0.0,0.0,0.0
Regulation of Lipid Metabolism by PPARalpha,0.0,0.016,0.0,0.0,0.0,0.0
Regulation of Localization of FOXO Transcription Factors,0.0,0.0,0.0,0.0,0.0,0.0
Regulation of mRNA Stability by Proteins That Bind AU-rich Elements,0.0,0.0,0.0,0.0,0.0,0.0
Regulation of Mitotic Cell Cycle,0.010526315789473684,0.0,0.0,0.0,0.0,0.024096385542168676
Regulation of Necroptotic Cell Death,0.0,0.0,0.0,0.0,0.0,0.0
Regulation of Ornithine Decarboxylase (ODC),0.0,0.0,0.0,0.0,0.0,0.0
Regulation of Pyruvate Dehydrogenase (PDH) Complex,0.0,0.0,0.0,0.0,0.0,0.0
Regulation of Pyruvate Metabolism,0.0,0.0,0.0,0.0,0.0,0.0
Regulation of Signaling by CBL,0.023809523809523808,0.0,0.0,0.023809523809523808,0.0,0.0
Regulation of Signaling by NODAL,0.0,0.0,0.0,0.0,0.0,0.0
Regulation of the Apoptosome Activity,0.0,0.0,0.0,0.0,0.0,0.0
Relaxin Receptors,0.0,0.0,0.0,0.0,0.0,0.0
Release,0.0,0.0,0.0,0.0,0.0,0.0
Release of Hh-Np From the Secreting Cell,0.0,0.0,0.0,0.0,0.0,0.0
Release of Apoptotic Factors From the Mitochondria,0.0,0.0,0.0,0.0,0.0,0.0
Removal of Aminoterminal Propeptides From Gamma-Carboxylated Proteins,0.0,0.0,0.0,0.0,0.0,0.0
Removal of the Flap Intermediate,0.0,0.0,0.1,0.0,0.0,0.0
Removal of the Flap Intermediate From the C-strand,0.0,0.0,0.041666666666666664,0.0,0.0,0.0
Replacement of Protamines by Nucleosomes in the Male Pronucleus,0.0,0.0,0.0,0.0,0.0,0.0
Replication of the SARS-CoV-1 Genome,0.0,0.0,0.0,0.0,0.0,0.0
Replication of the SARS-CoV-2 Genome,0.0,0.0,0.0,0.0,0.0,0.0
Repression of WNT Target Genes,0.0,0.0,0.0,0.0,0.0,0.0
Reproduction,0.0,0.0,0.0,0.0,0.0,0.014814814814814815
Resolution of AP Sites via the Multiple-Nucleotide Patch Replacement Pathway,0.0,0.0,0.06451612903225806,0.0,0.0,0.0
Resolution of Abasic Sites (AP Sites),0.0,0.0,0.045454545454545456,0.0,0.0,0.0
Resolution of D-Loop Structures,0.0,0.0,0.0,0.0,0.0,0.0
Resolution of D-loop Structures Through Holliday Junction Intermediates,0.0,0.0,0.0,0.0,0.0,0.0
Resolution of D-loop Structures Through Synthesis-Dependent Strand Annealing (SDSA),0.0,0.0,0.0,0.0,0.0,0.0
Resolution of Sister Chromatid Cohesion,0.0,0.0,0.0,0.05755395683453238,0.0,0.0
Respiratory Syncytial Virus Infection Pathway,0.0,0.0,0.0,0.0,0.0,0.0
Respiratory Electron Transport,0.0,0.0,0.0,0.0,0.0,0.0
Respiratory Syncytial Virus (RSV) Attachment and Entry,0.0,0.0,0.0,0.0,0.0,0.0
"Respiratory Syncytial Virus (RSV) Genome Replication, Transcription and Translation",0.0,0.0,0.0,0.0,0.0,0.0
Respiratory Syncytial Virus Genome Replication,0.0,0.0,0.0,0.0,0.0,0.0
Respiratory Syncytial Virus Genome Transcription,0.0,0.0,0.0,0.0,0.0,0.0
Response of EIF2AK1 (HRI) to Heme Deficiency,0.0,0.0,0.0,0.0,0.0,0.0
Response of EIF2AK4 (GCN2) to Amino Acid Deficiency,0.0,0.0,0.0,0.0,0.0,0.0
Response of Mtb to Phagocytosis,0.0,0.0,0.0,0.0,0.0,0.0
Response of Endothelial Cells to Shear Stress,0.008849557522123894,0.0,0.0,0.008849557522123894,0.009708737864077669,0.0
Response to Elevated Platelet Cytosolic Ca2+,0.0,0.0,0.0,0.0,0.0,0.0
Response to Metal Ions,0.0,0.0,0.0,0.0,0.0,0.0
Retinoid Cycle Disease Events,0.0,0.0,0.0,0.0,0.0,0.0
Retinoid Metabolism and Transport,0.0,0.0,0.0,0.0,0.0,0.0
Retrograde Neurotrophin Signalling,0.0,0.0,0.0,0.0,0.0,0.0
Retrograde Transport at the Trans-Golgi-Network,0.0,0.0,0.0,0.0,0.0,0.0
Rev-mediated Nuclear Export of HIV RNA,0.0,0.0,0.0,0.0,0.0,0.0
Reversal of Alkylation Damage by DNA Dioxygenases,0.0,0.0,0.0,0.0,0.0,0.0
Reverse Transcription of HIV RNA,0.0,0.0,0.0,0.0,0.0,0.0
Reversible Hydration of Carbon Dioxide,0.0,0.0,0.0,0.0,0.21052631578947367,0.0
Ribavirin ADME,0.0,0.0,0.0,0.0,0.0,0.0
Ribosomal Scanning and Start Codon Recognition,0.0,0.0,0.0,0.0,0.0,0.0
Role of ABL in ROBO-SLIT Signaling,0.0,0.0,0.0,0.0,0.0,0.0
Role of LAT2 NTAL LAB on Calcium Mobilization,0.008695652173913044,0.0,0.0,0.008695652173913044,0.0,0.0
Role of Phospholipids in Phagocytosis,0.0,0.0,0.0,0.0,0.0,0.0
Role of Second Messengers in Netrin-1 Signaling,0.0,0.0,0.0,0.0,0.0,0.0
S Phase,0.0,0.0,0.01935483870967742,0.0,0.0,0.02564102564102564
SARS-CoV Infections,0.0019305019305019305,0.0,0.0,0.0038684719535783366,0.0,0.0019723865877712033
SARS-CoV-1 Genome Replication and Transcription,0.0,0.0,0.0,0.0,0.0,0.0
SARS-CoV-1 Infection,0.005649717514124294,0.0,0.0,0.0,0.0,0.0
SARS-CoV-1 Activates Modulates Innate Immune Responses,0.013513513513513514,0.0,0.0,0.0,0.0,0.0
SARS-CoV-1 Modulates Host Translation Machinery,0.0,0.0,0.0,0.0,0.0,0.0
SARS-CoV-1 Targets Host Intracellular Signalling and Regulatory Pathways,0.0,0.0,0.0,0.0,0.0,0.0
SARS-CoV-1-host Interactions,0.007575757575757576,0.0,0.0,0.0,0.0,0.0
SARS-CoV-1-mediated Effects on Programmed Cell Death,0.0,0.0,0.0,0.0,0.0,0.0
SARS-CoV-2 Genome Replication and Transcription,0.0,0.0,0.0,0.0,0.0,0.0
SARS-CoV-2 Infection,0.0,0.0,0.0,0.003003003003003003,0.0,0.0
SARS-CoV-2 Activates Modulates Innate and Adaptive Immune Responses,0.0,0.0,0.0,0.006329113924050633,0.0,0.0
SARS-CoV-2 Modulates Autophagy,0.0,0.0,0.0,0.0,0.0,0.0
SARS-CoV-2 Modulates Host Translation Machinery,0.0,0.0,0.0,0.0,0.0,0.0
SARS-CoV-2 Targets PDZ Proteins in Cell-Cell Junction,0.0,0.0,0.0,0.0,0.0,0.0
SARS-CoV-2 Targets Host Intracellular Signalling and Regulatory Pathways,0.0,0.0,0.0,0.0,0.0,0.0
SARS-CoV-2-host Interactions,0.0,0.0,0.0,0.004201680672268907,0.0,0.0
SCF(Skp2)-mediated Degradation of P27 P21,0.0,0.0,0.0,0.0,0.0,0.07142857142857142
SCF-beta-TrCP Mediated Degradation of Emi1,0.0,0.0,0.0,0.0,0.0,0.0
SEMA3A-Plexin Repulsion Signaling by Inhibiting Integrin Adhesion,0.029411764705882353,0.0,0.0,0.029411764705882353,0.0,0.0
SHC-mediated Cascade FGFR1,0.0,0.0,0.0,0.0,0.0,0.0
SHC-mediated Cascade FGFR2,0.0,0.0,0.0,0.0,0.0,0.0
